timesteps	evaders	pursuers
42	[[8, 13], [28, 12], [9, 12], [19, 5], [10, 0], [0, 8], [18, 23], [30, 31], [10, 8], [5, 29], [6, 30], [30, 27], [19, 8], [18, 6], [18, 10], [19, 22], [21, 34], [6, 28], [37, 16], [30, 17], [3, 39], [29, 4], [29, 28], [1, 9], [10, 21], [5, 39], [16, 28], [7, 39], [27, 8], [18, 25]]	[[29, 31], [18, 9], [29, 5], [3, 38], [29, 3], [2, 36], [20, 6], [5, 30], [20, 34], [29, 17], [28, 4], [5, 38], [30, 37], [9, 11], [6, 27], [9, 8], [19, 6], [20, 5], [10, 9], [28, 28], [18, 24], [11, 21], [9, 21], [5, 28], [19, 4], [8, 39], [19, 10], [6, 29], [17, 10], [2, 39], [36, 37], [20, 30], [29, 7], [27, 9], [19, 25], [8, 14], [38, 16], [8, 11], [7, 30], [36, 15], [0, 7], [36, 13], [34, 38], [29, 33], [17, 6], [28, 8], [37, 15], [5, 9], [31, 31], [30, 4], [30, 32], [4, 39], [21, 35], [11, 0], [30, 16], [17, 25], [30, 30], [8, 0], [24, 38], [9, 13], [10, 7], [2, 9], [15, 28], [9, 35], [37, 17], [19, 21], [11, 8], [20, 22], [19, 23], [16, 31], [27, 12], [27, 39], [15, 32], [6, 31], [19, 7], [30, 18], [6, 39], [17, 23], [7, 28], [7, 13], [28, 13], [1, 10], [18, 5], [7, 38], [36, 33], [9, 6], [29, 12], [17, 28], [16, 29], [18, 7], [9, 0], [31, 27], [27, 7], [0, 9], [39, 28], [30, 26], [18, 30], [4, 29], [7, 14], [35, 9], [10, 22], [18, 22], [10, 12], [34, 29], [1, 8], [8, 12], [29, 29], [3, 27], [30, 28], [24, 17], [18, 26], [18, 11], [10, 20], [31, 17], [22, 34], [26, 8], [28, 11], [29, 27], [10, 1], [36, 16]]
43	[[8, 13], [28, 12], [9, 12], [19, 5], [10, 0], [0, 8], [18, 23], [30, 31], [10, 8], [5, 29], [6, 30], [30, 27], [20, 8], [18, 6], [18, 10], [19, 22], [21, 33], [6, 28], [37, 16], [30, 17], [3, 39], [29, 4], [29, 28], [1, 9], [10, 21], [5, 39], [16, 27], [7, 39], [27, 8], [18, 25]]	[[29, 31], [18, 9], [29, 5], [3, 38], [29, 3], [2, 37], [20, 7], [5, 30], [20, 33], [29, 17], [28, 4], [5, 38], [29, 37], [9, 11], [6, 27], [9, 8], [19, 6], [20, 5], [10, 9], [28, 28], [18, 24], [11, 21], [9, 21], [5, 28], [19, 4], [8, 39], [19, 10], [6, 29], [17, 10], [2, 39], [35, 37], [20, 31], [29, 7], [27, 9], [19, 25], [8, 14], [38, 16], [7, 11], [7, 30], [36, 15], [0, 7], [36, 12], [33, 38], [28, 33], [17, 6], [28, 8], [37, 15], [5, 10], [31, 31], [30, 4], [30, 32], [4, 39], [21, 34], [11, 0], [30, 16], [17, 25], [30, 30], [8, 0], [24, 37], [9, 13], [10, 7], [2, 9], [15, 27], [8, 35], [37, 17], [19, 21], [11, 8], [20, 22], [19, 23], [16, 31], [27, 12], [26, 39], [15, 32], [6, 31], [19, 8], [30, 18], [6, 39], [17, 23], [7, 28], [7, 13], [28, 13], [1, 10], [18, 5], [7, 38], [36, 34], [10, 6], [29, 12], [17, 27], [16, 28], [18, 7], [9, 0], [31, 27], [27, 7], [0, 9], [39, 29], [30, 26], [18, 29], [4, 29], [7, 14], [34, 9], [10, 22], [18, 22], [10, 12], [33, 29], [1, 8], [8, 12], [29, 29], [4, 27], [30, 28], [24, 18], [18, 26], [18, 11], [10, 20], [31, 17], [22, 33], [26, 8], [28, 11], [29, 27], [10, 1], [36, 16]]
44	[[8, 13], [28, 12], [9, 12], [19, 5], [10, 0], [0, 8], [18, 23], [30, 31], [10, 8], [5, 29], [6, 30], [30, 27], [20, 9], [18, 6], [18, 10], [19, 22], [21, 32], [6, 28], [37, 16], [30, 17], [3, 39], [29, 4], [29, 28], [1, 9], [10, 21], [5, 39], [16, 26], [7, 39], [27, 8], [18, 25]]	[[29, 31], [18, 9], [29, 5], [3, 38], [29, 3], [2, 36], [20, 8], [5, 30], [20, 32], [29, 17], [28, 4], [5, 38], [29, 38], [9, 11], [6, 27], [9, 8], [19, 6], [20, 5], [10, 9], [28, 28], [18, 24], [11, 21], [9, 21], [5, 28], [19, 4], [8, 39], [19, 10], [6, 29], [17, 10], [2, 39], [34, 37], [21, 31], [29, 7], [27, 9], [19, 25], [8, 14], [38, 16], [8, 11], [7, 30], [36, 15], [0, 7], [37, 12], [32, 38], [28, 32], [17, 6], [28, 8], [37, 15], [5, 11], [31, 31], [30, 4], [30, 32], [4, 39], [21, 33], [11, 0], [30, 16], [17, 25], [30, 30], [8, 0], [24, 36], [9, 13], [10, 7], [2, 9], [15, 26], [7, 35], [37, 17], [19, 21], [11, 8], [20, 22], [19, 23], [16, 30], [27, 12], [25, 39], [15, 33], [6, 31], [19, 9], [30, 18], [6, 39], [17, 23], [7, 28], [7, 13], [28, 13], [1, 10], [18, 5], [7, 38], [37, 34], [11, 6], [29, 12], [17, 26], [16, 27], [18, 7], [9, 0], [31, 27], [27, 7], [0, 9], [39, 30], [30, 26], [19, 29], [4, 29], [7, 15], [35, 9], [10, 22], [18, 22], [10, 12], [33, 28], [1, 8], [8, 12], [29, 29], [4, 26], [30, 28], [24, 19], [18, 26], [18, 11], [10, 20], [31, 17], [22, 32], [26, 8], [28, 11], [29, 27], [10, 1], [36, 16]]
45	[[8, 13], [28, 12], [9, 12], [19, 5], [10, 0], [0, 8], [18, 23], [30, 31], [10, 8], [5, 29], [6, 30], [30, 27], [21, 9], [18, 6], [18, 10], [19, 22], [21, 32], [6, 28], [37, 16], [30, 17], [3, 39], [29, 4], [29, 28], [1, 9], [10, 21], [5, 39], [16, 25], [7, 39], [27, 8], [18, 25]]	[[29, 31], [18, 9], [29, 5], [3, 38], [29, 3], [2, 37], [21, 8], [5, 30], [20, 32], [29, 17], [28, 4], [5, 38], [28, 38], [9, 11], [6, 27], [9, 8], [19, 6], [20, 5], [10, 9], [28, 28], [18, 24], [11, 21], [9, 21], [5, 28], [19, 4], [8, 39], [19, 10], [6, 29], [17, 10], [2, 39], [34, 36], [21, 31], [29, 7], [27, 9], [19, 25], [8, 14], [38, 16], [8, 11], [7, 30], [36, 15], [0, 7], [36, 12], [31, 38], [28, 32], [17, 6], [28, 8], [37, 15], [4, 11], [31, 31], [30, 4], [30, 32], [4, 39], [21, 33], [11, 0], [30, 16], [17, 25], [30, 30], [8, 0], [23, 36], [9, 13], [10, 7], [2, 9], [15, 25], [7, 34], [37, 17], [19, 21], [11, 8], [20, 22], [19, 23], [16, 29], [27, 12], [24, 39], [15, 34], [6, 31], [20, 9], [30, 18], [6, 39], [17, 23], [7, 28], [7, 13], [28, 13], [1, 10], [18, 5], [7, 38], [37, 35], [12, 6], [29, 12], [16, 26], [16, 27], [18, 7], [9, 0], [31, 27], [27, 7], [0, 9], [39, 31], [30, 26], [19, 28], [4, 29], [8, 15], [35, 10], [10, 22], [18, 22], [10, 12], [33, 27], [1, 8], [8, 12], [29, 29], [5, 26], [30, 28], [24, 20], [18, 26], [18, 11], [10, 20], [31, 17], [22, 32], [26, 8], [28, 11], [29, 27], [10, 1], [36, 16]]
46	[[8, 13], [28, 12], [9, 12], [19, 5], [10, 0], [0, 8], [18, 23], [30, 31], [10, 8], [5, 29], [6, 30], [30, 27], [22, 9], [18, 6], [18, 10], [19, 22], [21, 32], [6, 28], [37, 16], [30, 17], [3, 39], [29, 4], [29, 28], [1, 9], [10, 21], [5, 39], [16, 24], [7, 39], [27, 8], [18, 25]]	[[29, 31], [18, 9], [29, 5], [3, 38], [29, 3], [2, 36], [22, 8], [5, 30], [20, 32], [29, 17], [28, 4], [5, 38], [28, 37], [9, 11], [6, 27], [9, 8], [19, 6], [20, 5], [10, 9], [28, 28], [18, 24], [11, 21], [9, 21], [5, 28], [19, 4], [8, 39], [19, 10], [6, 29], [17, 10], [2, 39], [34, 35], [21, 31], [29, 7], [27, 9], [19, 25], [8, 14], [38, 16], [7, 11], [7, 30], [36, 15], [0, 7], [36, 13], [30, 38], [28, 32], [17, 6], [28, 8], [37, 15], [4, 12], [31, 31], [30, 4], [30, 32], [4, 39], [21, 33], [11, 0], [30, 16], [17, 25], [30, 30], [8, 0], [22, 36], [9, 13], [10, 7], [2, 9], [15, 24], [8, 34], [37, 17], [19, 21], [11, 8], [20, 22], [19, 23], [17, 29], [27, 12], [23, 39], [15, 35], [6, 31], [21, 9], [30, 18], [6, 39], [17, 23], [7, 28], [7, 13], [28, 13], [1, 10], [18, 5], [7, 38], [36, 35], [12, 5], [29, 12], [16, 25], [15, 27], [18, 7], [9, 0], [31, 27], [27, 7], [0, 9], [39, 32], [30, 26], [19, 27], [4, 29], [9, 15], [34, 10], [10, 22], [18, 22], [10, 12], [34, 27], [1, 8], [8, 12], [29, 29], [4, 26], [30, 28], [25, 20], [18, 26], [18, 11], [10, 20], [31, 17], [22, 32], [26, 8], [28, 11], [29, 27], [10, 1], [36, 16]]
47	[[8, 13], [28, 12], [9, 12], [19, 5], [10, 0], [0, 8], [18, 23], [30, 31], [10, 8], [5, 29], [6, 30], [30, 27], [23, 9], [18, 6], [18, 10], [19, 22], [21, 32], [6, 28], [37, 16], [30, 17], [3, 39], [29, 4], [29, 28], [1, 9], [10, 21], [5, 39], [16, 23], [7, 39], [27, 8], [18, 25]]	[[29, 31], [18, 9], [29, 5], [3, 38], [29, 3], [2, 37], [23, 8], [5, 30], [20, 32], [29, 17], [28, 4], [5, 38], [27, 37], [9, 11], [6, 27], [9, 8], [19, 6], [20, 5], [10, 9], [28, 28], [18, 24], [11, 21], [9, 21], [5, 28], [19, 4], [8, 39], [19, 10], [6, 29], [17, 10], [2, 39], [34, 36], [21, 31], [29, 7], [27, 9], [19, 25], [8, 14], [38, 16], [8, 11], [7, 30], [36, 15], [0, 7], [36, 12], [29, 38], [28, 32], [17, 6], [28, 8], [37, 15], [4, 13], [31, 31], [30, 4], [30, 32], [4, 39], [21, 33], [11, 0], [30, 16], [17, 25], [30, 30], [8, 0], [21, 36], [9, 13], [10, 7], [2, 9], [15, 23], [9, 34], [37, 17], [19, 21], [11, 8], [20, 22], [19, 23], [18, 29], [27, 12], [22, 39], [14, 35], [6, 31], [22, 9], [30, 18], [6, 39], [17, 23], [7, 28], [7, 13], [28, 13], [1, 10], [18, 5], [7, 38], [36, 36], [12, 4], [29, 12], [16, 24], [15, 26], [18, 7], [9, 0], [31, 27], [27, 7], [0, 9], [39, 33], [30, 26], [19, 27], [4, 29], [10, 15], [34, 9], [10, 22], [18, 22], [10, 12], [34, 26], [1, 8], [8, 12], [29, 29], [5, 26], [30, 28], [26, 20], [18, 26], [18, 11], [10, 20], [31, 17], [22, 32], [26, 8], [28, 11], [29, 27], [10, 1], [36, 16]]
48	[[8, 13], [28, 12], [9, 12], [19, 5], [10, 0], [0, 8], [18, 23], [30, 31], [10, 8], [5, 29], [6, 30], [30, 27], [24, 9], [18, 6], [18, 10], [19, 22], [21, 32], [6, 28], [37, 16], [30, 17], [3, 39], [29, 4], [29, 28], [1, 9], [10, 21], [5, 39], [16, 22], [7, 39], [27, 8], [18, 25]]	[[29, 31], [18, 9], [29, 5], [3, 38], [29, 3], [2, 36], [24, 8], [5, 30], [20, 32], [29, 17], [28, 4], [5, 38], [26, 37], [9, 11], [6, 27], [9, 8], [19, 6], [20, 5], [10, 9], [28, 28], [18, 24], [11, 21], [9, 21], [5, 28], [19, 4], [8, 39], [19, 10], [6, 29], [17, 10], [2, 39], [34, 37], [21, 31], [29, 7], [27, 9], [19, 25], [8, 14], [38, 16], [8, 10], [7, 30], [36, 15], [0, 7], [37, 12], [28, 38], [28, 32], [17, 6], [28, 8], [37, 15], [4, 14], [31, 31], [30, 4], [30, 32], [4, 39], [21, 33], [11, 0], [30, 16], [17, 25], [30, 30], [8, 0], [20, 36], [9, 13], [10, 7], [2, 9], [15, 22], [9, 35], [37, 17], [19, 21], [11, 8], [20, 22], [19, 23], [19, 29], [27, 12], [21, 39], [14, 34], [6, 31], [23, 9], [30, 18], [6, 39], [17, 23], [7, 28], [7, 13], [28, 13], [1, 10], [18, 5], [7, 38], [36, 37], [13, 4], [29, 12], [16, 23], [15, 25], [18, 7], [9, 0], [31, 27], [27, 7], [0, 9], [39, 34], [30, 26], [19, 27], [4, 29], [11, 15], [34, 8], [10, 22], [18, 22], [10, 12], [34, 25], [1, 8], [8, 12], [29, 29], [4, 26], [30, 28], [26, 19], [18, 26], [18, 11], [10, 20], [31, 17], [22, 32], [26, 8], [28, 11], [29, 27], [10, 1], [36, 16]]
49	[[8, 13], [28, 12], [9, 12], [19, 5], [10, 0], [0, 8], [18, 23], [30, 31], [10, 8], [5, 29], [6, 30], [30, 27], [25, 9], [18, 6], [18, 10], [19, 22], [21, 32], [6, 28], [37, 16], [30, 17], [3, 39], [29, 4], [29, 28], [1, 9], [10, 21], [5, 39], [17, 22], [7, 39], [27, 8], [18, 25]]	[[29, 31], [18, 9], [29, 5], [3, 38], [29, 3], [2, 37], [25, 8], [5, 30], [20, 32], [29, 17], [28, 4], [5, 38], [26, 36], [9, 11], [6, 27], [9, 8], [19, 6], [20, 5], [10, 9], [28, 28], [18, 24], [11, 21], [9, 21], [5, 28], [19, 4], [8, 39], [19, 10], [6, 29], [17, 10], [2, 39], [34, 38], [21, 31], [29, 7], [27, 9], [19, 25], [8, 14], [38, 16], [8, 9], [7, 30], [36, 15], [0, 7], [36, 12], [27, 38], [28, 32], [17, 6], [28, 8], [37, 15], [4, 15], [31, 31], [30, 4], [30, 32], [4, 39], [21, 33], [11, 0], [30, 16], [17, 25], [30, 30], [8, 0], [19, 36], [9, 13], [10, 7], [2, 9], [16, 22], [8, 35], [37, 17], [19, 21], [11, 8], [20, 22], [19, 23], [20, 29], [27, 12], [20, 39], [15, 34], [6, 31], [24, 9], [30, 18], [6, 39], [17, 23], [7, 28], [7, 13], [28, 13], [1, 10], [18, 5], [7, 38], [36, 38], [14, 4], [29, 12], [16, 23], [15, 24], [18, 7], [9, 0], [31, 27], [27, 7], [0, 9], [39, 35], [30, 26], [19, 27], [4, 29], [12, 15], [35, 8], [10, 22], [18, 22], [10, 12], [34, 24], [1, 8], [8, 12], [29, 29], [5, 26], [30, 28], [26, 18], [18, 26], [18, 11], [10, 20], [31, 17], [22, 32], [26, 8], [28, 11], [29, 27], [10, 1], [36, 16]]
50	[[8, 13], [28, 12], [9, 12], [19, 5], [10, 0], [0, 8], [18, 23], [30, 31], [10, 8], [5, 29], [6, 30], [30, 27], [25, 10], [18, 6], [18, 10], [19, 22], [21, 32], [6, 28], [37, 16], [30, 17], [3, 39], [29, 4], [29, 28], [1, 9], [10, 21], [5, 39], [17, 21], [7, 39], [27, 8], [18, 25]]	[[29, 31], [18, 9], [29, 5], [3, 38], [29, 3], [2, 36], [25, 9], [5, 30], [20, 32], [29, 17], [28, 4], [5, 38], [25, 36], [9, 11], [6, 27], [9, 8], [19, 6], [20, 5], [10, 9], [28, 28], [18, 24], [11, 21], [9, 21], [5, 28], [19, 4], [8, 39], [19, 10], [6, 29], [17, 10], [2, 39], [33, 38], [21, 31], [29, 7], [27, 9], [19, 25], [8, 14], [38, 16], [8, 10], [7, 30], [36, 15], [0, 7], [36, 13], [26, 38], [28, 32], [17, 6], [28, 8], [37, 15], [4, 16], [31, 31], [30, 4], [30, 32], [4, 39], [21, 33], [11, 0], [30, 16], [17, 25], [30, 30], [8, 0], [18, 36], [9, 13], [10, 7], [2, 9], [16, 21], [7, 35], [37, 17], [19, 21], [11, 8], [20, 22], [19, 23], [21, 29], [27, 12], [19, 39], [15, 35], [6, 31], [24, 10], [30, 18], [6, 39], [17, 23], [7, 28], [7, 13], [28, 13], [1, 10], [18, 5], [7, 38], [36, 39], [15, 4], [29, 12], [16, 23], [15, 24], [18, 7], [9, 0], [31, 27], [27, 7], [0, 9], [39, 36], [30, 26], [20, 27], [4, 29], [13, 15], [35, 9], [10, 22], [18, 22], [10, 12], [34, 23], [1, 8], [8, 12], [29, 29], [4, 26], [30, 28], [27, 18], [18, 26], [18, 11], [10, 20], [31, 17], [22, 32], [26, 8], [28, 11], [29, 27], [10, 1], [36, 16]]
51	[[8, 13], [28, 12], [9, 12], [19, 5], [10, 0], [0, 8], [18, 23], [30, 31], [10, 8], [5, 29], [6, 30], [30, 27], [25, 11], [18, 6], [18, 10], [19, 22], [21, 32], [6, 28], [37, 16], [30, 17], [3, 39], [29, 4], [29, 28], [1, 9], [10, 21], [5, 39], [17, 22], [7, 39], [27, 8], [18, 25]]	[[29, 31], [18, 9], [29, 5], [3, 38], [29, 3], [2, 37], [25, 10], [5, 30], [20, 32], [29, 17], [28, 4], [5, 38], [25, 35], [9, 11], [6, 27], [9, 8], [19, 6], [20, 5], [10, 9], [28, 28], [18, 24], [11, 21], [9, 21], [5, 28], [19, 4], [8, 39], [19, 10], [6, 29], [17, 10], [2, 39], [32, 38], [21, 31], [29, 7], [27, 9], [19, 25], [8, 14], [38, 16], [8, 9], [7, 30], [36, 15], [0, 7], [36, 12], [27, 38], [28, 32], [17, 6], [28, 8], [37, 15], [4, 17], [31, 31], [30, 4], [30, 32], [4, 39], [21, 33], [11, 0], [30, 16], [17, 25], [30, 30], [8, 0], [17, 36], [9, 13], [10, 7], [2, 9], [17, 21], [7, 34], [37, 17], [19, 21], [11, 8], [20, 22], [19, 23], [22, 29], [27, 12], [18, 39], [14, 35], [6, 31], [24, 11], [30, 18], [6, 39], [17, 23], [7, 28], [7, 13], [28, 13], [1, 10], [18, 5], [7, 38], [35, 39], [15, 5], [29, 12], [16, 22], [15, 24], [18, 7], [9, 0], [31, 27], [27, 7], [0, 9], [38, 36], [30, 26], [20, 26], [4, 29], [14, 15], [35, 10], [10, 22], [18, 22], [10, 12], [35, 23], [1, 8], [8, 12], [29, 29], [5, 26], [30, 28], [27, 17], [18, 26], [18, 11], [10, 20], [31, 17], [22, 32], [26, 8], [28, 11], [29, 27], [10, 1], [36, 16]]
52	[[8, 13], [28, 12], [9, 12], [19, 5], [10, 0], [0, 8], [18, 23], [30, 31], [10, 8], [5, 29], [6, 30], [30, 27], [26, 11], [18, 6], [18, 10], [19, 22], [21, 32], [6, 28], [37, 16], [30, 17], [3, 39], [29, 4], [29, 28], [1, 9], [10, 21], [5, 39], [17, 22], [7, 39], [27, 8], [18, 25]]	[[29, 31], [18, 9], [29, 5], [3, 38], [29, 3], [2, 36], [26, 10], [5, 30], [20, 32], [29, 17], [28, 4], [5, 38], [26, 35], [9, 11], [6, 27], [9, 8], [19, 6], [20, 5], [10, 9], [28, 28], [18, 24], [11, 21], [9, 21], [5, 28], [19, 4], [8, 39], [19, 10], [6, 29], [17, 10], [2, 39], [32, 37], [21, 31], [29, 7], [27, 9], [19, 25], [8, 14], [38, 16], [7, 9], [7, 30], [36, 15], [0, 7], [36, 13], [26, 38], [28, 32], [17, 6], [28, 8], [37, 15], [5, 17], [31, 31], [30, 4], [30, 32], [4, 39], [21, 33], [11, 0], [30, 16], [17, 25], [30, 30], [8, 0], [16, 36], [9, 13], [10, 7], [2, 9], [17, 21], [8, 34], [37, 17], [19, 21], [11, 8], [20, 22], [19, 23], [23, 29], [27, 12], [17, 39], [13, 35], [6, 31], [25, 11], [30, 18], [6, 39], [17, 23], [7, 28], [7, 13], [28, 13], [1, 10], [18, 5], [7, 38], [34, 39], [15, 6], [29, 12], [16, 22], [14, 24], [18, 7], [9, 0], [31, 27], [27, 7], [0, 9], [37, 36], [30, 26], [21, 26], [4, 29], [14, 14], [35, 11], [10, 22], [18, 22], [10, 12], [35, 24], [1, 8], [8, 12], [29, 29], [4, 26], [30, 28], [28, 17], [18, 26], [18, 11], [10, 20], [31, 17], [22, 32], [26, 8], [28, 11], [29, 27], [10, 1], [36, 16]]
53	[[8, 13], [28, 12], [9, 12], [19, 5], [10, 0], [0, 8], [18, 23], [30, 31], [10, 8], [5, 29], [6, 30], [30, 27], [26, 12], [18, 6], [18, 10], [19, 22], [21, 32], [6, 28], [37, 16], [30, 17], [3, 39], [29, 4], [29, 28], [1, 9], [10, 21], [5, 39], [17, 22], [7, 39], [27, 8], [18, 25]]	[[29, 31], [18, 9], [29, 5], [3, 38], [29, 3], [2, 37], [26, 11], [5, 30], [20, 32], [29, 17], [28, 4], [5, 38], [25, 35], [9, 11], [6, 27], [9, 8], [19, 6], [20, 5], [10, 9], [28, 28], [18, 24], [11, 21], [9, 21], [5, 28], [19, 4], [8, 39], [19, 10], [6, 29], [17, 10], [2, 39], [31, 37], [21, 31], [29, 7], [27, 9], [19, 25], [8, 14], [38, 16], [8, 9], [7, 30], [36, 15], [0, 7], [36, 12], [25, 38], [28, 32], [17, 6], [28, 8], [37, 15], [6, 17], [31, 31], [30, 4], [30, 32], [4, 39], [21, 33], [11, 0], [30, 16], [17, 25], [30, 30], [8, 0], [15, 36], [9, 13], [10, 7], [2, 9], [17, 21], [8, 35], [37, 17], [19, 21], [11, 8], [20, 22], [19, 23], [23, 30], [27, 12], [16, 39], [13, 34], [6, 31], [25, 12], [30, 18], [6, 39], [17, 23], [7, 28], [7, 13], [28, 13], [1, 10], [18, 5], [7, 38], [33, 39], [16, 6], [29, 12], [16, 22], [14, 23], [18, 7], [9, 0], [31, 27], [27, 7], [0, 9], [36, 36], [30, 26], [21, 25], [4, 29], [14, 13], [34, 11], [10, 22], [18, 22], [10, 12], [35, 25], [1, 8], [8, 12], [29, 29], [5, 26], [30, 28], [28, 16], [18, 26], [18, 11], [10, 20], [31, 17], [22, 32], [26, 8], [28, 11], [29, 27], [10, 1], [36, 16]]
54	[[8, 13], [28, 12], [9, 12], [19, 5], [10, 0], [0, 8], [18, 23], [30, 31], [10, 8], [5, 29], [6, 30], [30, 27], [26, 13], [18, 6], [18, 10], [19, 22], [21, 32], [6, 28], [37, 16], [30, 17], [3, 39], [29, 4], [29, 28], [1, 9], [10, 21], [5, 39], [17, 22], [7, 39], [27, 8], [18, 25]]	[[29, 31], [18, 9], [29, 5], [3, 38], [29, 3], [2, 36], [26, 12], [5, 30], [20, 32], [29, 17], [28, 4], [5, 38], [24, 35], [9, 11], [6, 27], [9, 8], [19, 6], [20, 5], [10, 9], [28, 28], [18, 24], [11, 21], [9, 21], [5, 28], [19, 4], [8, 39], [19, 10], [6, 29], [17, 10], [2, 39], [30, 37], [21, 31], [29, 7], [27, 9], [19, 25], [8, 14], [38, 16], [7, 9], [7, 30], [36, 15], [0, 7], [36, 13], [24, 38], [28, 32], [17, 6], [28, 8], [37, 15], [6, 16], [31, 31], [30, 4], [30, 32], [4, 39], [21, 33], [11, 0], [30, 16], [17, 25], [30, 30], [8, 0], [14, 36], [9, 13], [10, 7], [2, 9], [17, 21], [7, 35], [37, 17], [19, 21], [11, 8], [20, 22], [19, 23], [22, 30], [27, 12], [15, 39], [13, 33], [6, 31], [25, 13], [30, 18], [6, 39], [17, 23], [7, 28], [7, 13], [28, 13], [1, 10], [18, 5], [7, 38], [32, 39], [16, 7], [29, 12], [16, 22], [15, 23], [18, 7], [9, 0], [31, 27], [27, 7], [0, 9], [36, 35], [30, 26], [21, 24], [4, 29], [14, 12], [34, 10], [10, 22], [18, 22], [10, 12], [35, 26], [1, 8], [8, 12], [29, 29], [5, 27], [30, 28], [27, 16], [18, 26], [18, 11], [10, 20], [31, 17], [22, 32], [26, 8], [28, 11], [29, 27], [10, 1], [36, 16]]
55	[[8, 13], [28, 12], [9, 12], [19, 5], [10, 0], [0, 8], [18, 23], [30, 31], [10, 8], [5, 29], [6, 30], [30, 27], [26, 14], [18, 6], [18, 10], [19, 22], [21, 32], [6, 28], [37, 16], [30, 17], [3, 39], [29, 4], [29, 28], [1, 9], [10, 21], [5, 39], [17, 22], [7, 39], [27, 8], [18, 25]]	[[29, 31], [18, 9], [29, 5], [3, 38], [29, 3], [2, 37], [26, 13], [5, 30], [20, 32], [29, 17], [28, 4], [5, 38], [23, 35], [9, 11], [6, 27], [9, 8], [19, 6], [20, 5], [10, 9], [28, 28], [18, 24], [11, 21], [9, 21], [5, 28], [19, 4], [8, 39], [19, 10], [6, 29], [17, 10], [2, 39], [29, 37], [21, 31], [29, 7], [27, 9], [19, 25], [8, 14], [38, 16], [8, 9], [7, 30], [36, 15], [0, 7], [36, 12], [23, 38], [28, 32], [17, 6], [28, 8], [37, 15], [6, 15], [31, 31], [30, 4], [30, 32], [4, 39], [21, 33], [11, 0], [30, 16], [17, 25], [30, 30], [8, 0], [13, 36], [9, 13], [10, 7], [2, 9], [17, 21], [7, 34], [37, 17], [19, 21], [11, 8], [20, 22], [19, 23], [22, 29], [27, 12], [14, 39], [12, 33], [6, 31], [25, 14], [30, 18], [6, 39], [17, 23], [7, 28], [7, 13], [28, 13], [1, 10], [18, 5], [7, 38], [31, 39], [16, 6], [29, 12], [16, 22], [15, 24], [18, 7], [9, 0], [31, 27], [27, 7], [0, 9], [35, 35], [30, 26], [21, 23], [4, 29], [15, 12], [35, 10], [10, 22], [18, 22], [10, 12], [35, 27], [1, 8], [8, 12], [29, 29], [4, 27], [30, 28], [27, 16], [18, 26], [18, 11], [10, 20], [31, 17], [22, 32], [26, 8], [28, 11], [29, 27], [10, 1], [36, 16]]
56	[[8, 13], [28, 12], [9, 12], [19, 5], [10, 0], [0, 8], [18, 23], [30, 31], [10, 8], [5, 29], [6, 30], [30, 27], [26, 15], [18, 6], [18, 10], [19, 22], [21, 32], [6, 28], [37, 16], [30, 17], [3, 39], [29, 4], [29, 28], [1, 9], [10, 21], [5, 39], [17, 22], [7, 39], [27, 8], [18, 25]]	[[29, 31], [18, 9], [29, 5], [3, 38], [29, 3], [2, 36], [26, 14], [5, 30], [20, 32], [29, 17], [28, 4], [5, 38], [22, 35], [9, 11], [6, 27], [9, 8], [19, 6], [20, 5], [10, 9], [28, 28], [18, 24], [11, 21], [9, 21], [5, 28], [19, 4], [8, 39], [19, 10], [6, 29], [17, 10], [2, 39], [28, 37], [21, 31], [29, 7], [27, 9], [19, 25], [8, 14], [38, 16], [7, 9], [7, 30], [36, 15], [0, 7], [36, 13], [22, 38], [28, 32], [17, 6], [28, 8], [37, 15], [6, 14], [31, 31], [30, 4], [30, 32], [4, 39], [21, 33], [11, 0], [30, 16], [17, 25], [30, 30], [8, 0], [12, 36], [9, 13], [10, 7], [2, 9], [17, 21], [7, 33], [37, 17], [19, 21], [11, 8], [20, 22], [19, 23], [22, 28], [27, 12], [13, 39], [13, 33], [6, 31], [25, 15], [30, 18], [6, 39], [17, 23], [7, 28], [7, 13], [28, 13], [1, 10], [18, 5], [7, 38], [30, 39], [16, 7], [29, 12], [16, 22], [15, 23], [18, 7], [9, 0], [31, 27], [27, 7], [0, 9], [34, 35], [30, 26], [22, 23], [4, 29], [16, 12], [35, 11], [10, 22], [18, 22], [10, 12], [35, 28], [1, 8], [8, 12], [29, 29], [3, 27], [30, 28], [27, 17], [18, 26], [18, 11], [10, 20], [31, 17], [22, 32], [26, 8], [28, 11], [29, 27], [10, 1], [36, 16]]
