timesteps	evaders	pursuers	evader_capture_status
404	[[20, 32], [23, 30], [30, 24], [14, 0], [37, 25], [28, 19], [34, 17], [26, 28], [39, 35], [16, 35], [23, 20], [13, 11], [20, 20], [11, 30], [25, 35], [0, 7], [33, 35], [21, 25], [12, 17], [17, 21], [32, 27], [22, 17], [5, 34], [12, 34], [21, 35], [26, 37], [39, 38], [39, 1], [39, 5], [30, 39]]	[[12, 2], [0, 5], [29, 19], [24, 6], [32, 34], [37, 35], [34, 19], [33, 29]]	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 1, 1, 1]
405	[[20, 33], [23, 31], [29, 24], [15, 0], [37, 24], [27, 19], [34, 16], [26, 29], [39, 34], [16, 34], [23, 21], [14, 11], [21, 20], [10, 30], [26, 35], [0, 8], [33, 36], [20, 25], [11, 17], [16, 21], [32, 26], [22, 16], [6, 34], [12, 35], [21, 35], [26, 37], [39, 38], [39, 1], [39, 5], [30, 39]]	[[13, 2], [0, 6], [28, 19], [23, 6], [32, 35], [38, 35], [34, 18], [33, 28]]	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 1, 1, 1]
406	[[21, 33], [23, 32], [29, 25], [16, 0], [37, 23], [26, 19], [34, 15], [27, 29], [39, 33], [15, 34], [23, 22], [13, 11], [21, 19], [11, 30], [27, 35], [0, 9], [33, 37], [21, 25], [11, 16], [16, 20], [32, 25], [21, 16], [7, 34], [13, 35], [21, 35], [26, 37], [39, 38], [39, 1], [39, 5], [30, 39]]	[[14, 2], [0, 7], [27, 19], [23, 7], [33, 35], [38, 34], [34, 17], [33, 27]]	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 1, 1, 1]
407	[[20, 33], [24, 32], [28, 25], [17, 0], [37, 22], [25, 19], [34, 14], [28, 29], [39, 32], [16, 34], [23, 23], [14, 11], [21, 20], [11, 31], [27, 34], [1, 9], [33, 38], [21, 26], [11, 17], [15, 20], [32, 24], [22, 16], [7, 33], [12, 35], [21, 35], [26, 37], [39, 38], [39, 1], [39, 5], [30, 39]]	[[15, 2], [0, 8], [26, 19], [24, 7], [33, 36], [38, 33], [34, 16], [33, 26]]	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 1, 1, 1]
408	[[19, 33], [24, 31], [27, 25], [18, 0], [37, 21], [24, 19], [34, 13], [28, 30], [39, 31], [17, 34], [23, 24], [13, 11], [20, 20], [11, 32], [27, 35], [1, 10], [33, 39], [20, 26], [11, 16], [15, 19], [32, 23], [22, 15], [8, 33], [13, 35], [21, 35], [26, 37], [39, 38], [39, 1], [39, 5], [30, 39]]	[[16, 2], [1, 8], [25, 19], [25, 7], [33, 37], [38, 32], [34, 15], [33, 25]]	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 1, 1, 1]
409	[[19, 32], [24, 30], [27, 24], [18, 1], [37, 20], [23, 19], [34, 12], [28, 31], [39, 30], [16, 34], [23, 25], [13, 12], [20, 21], [11, 31], [27, 34], [1, 11], [34, 39], [20, 27], [12, 16], [14, 19], [32, 22], [22, 14], [7, 33], [12, 35], [21, 35], [26, 37], [39, 38], [39, 1], [39, 5], [30, 39]]	[[17, 2], [1, 9], [24, 19], [25, 8], [33, 38], [38, 31], [34, 14], [33, 24]]	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 1, 1, 1]
410	[[19, 33], [23, 30], [28, 24], [19, 1], [36, 20], [22, 19], [34, 11], [29, 31], [39, 29], [16, 35], [22, 25], [14, 12], [19, 21], [12, 31], [27, 35], [1, 12], [35, 39], [20, 26], [12, 17], [14, 20], [31, 22], [21, 14], [6, 33], [12, 34], [21, 35], [26, 37], [39, 38], [39, 1], [39, 5], [30, 39]]	[[18, 2], [1, 10], [23, 19], [24, 8], [34, 38], [38, 30], [34, 13], [33, 23]]	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 1, 1, 1]
411	[[20, 33], [23, 29], [27, 24], [20, 1], [36, 19], [22, 20], [34, 10], [29, 32], [39, 28], [16, 34], [23, 25], [15, 12], [18, 21], [12, 30], [27, 34], [1, 13], [36, 39], [19, 26], [11, 17], [15, 20], [31, 21], [21, 15], [5, 33], [11, 34], [21, 35], [26, 37], [39, 38], [39, 1], [39, 5], [30, 39]]	[[19, 2], [1, 11], [22, 19], [24, 9], [35, 38], [38, 29], [34, 12], [32, 23]]	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 1, 1, 1]
412	[[20, 34], [23, 30], [27, 25], [21, 1], [36, 20], [22, 21], [34, 9], [30, 32], [39, 27], [16, 35], [22, 25], [15, 13], [18, 22], [12, 29], [26, 34], [1, 14], [37, 39], [20, 26], [10, 17], [14, 20], [31, 20], [21, 14], [5, 34], [11, 33], [21, 35], [26, 37], [39, 38], [39, 1], [39, 5], [30, 39]]	[[20, 2], [1, 12], [22, 20], [24, 10], [35, 39], [38, 28], [34, 11], [31, 23]]	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 1, 1, 1]
413	[[20, 33], [24, 30], [27, 26], [22, 1], [36, 21], [22, 22], [34, 8], [30, 31], [39, 26], [15, 35], [22, 26], [15, 14], [17, 22], [13, 29], [26, 35], [1, 15], [38, 39], [20, 27], [10, 16], [14, 21], [31, 19], [20, 14], [4, 34], [10, 33], [21, 35], [26, 37], [39, 38], [39, 1], [39, 5], [30, 39]]	[[21, 2], [1, 13], [22, 21], [24, 11], [36, 39], [38, 27], [34, 10], [31, 22]]	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 1, 1, 1]
414	[[21, 33], [25, 30], [27, 27], [23, 1], [37, 21], [21, 22], [34, 7], [29, 31], [39, 25], [16, 35], [22, 27], [16, 14], [17, 23], [12, 29], [26, 34], [1, 16], [38, 38], [19, 27], [11, 16], [13, 21], [31, 18], [20, 15], [5, 34], [11, 33], [21, 35], [26, 37], [39, 38], [39, 1], [39, 5], [30, 39]]	[[22, 2], [1, 14], [22, 22], [23, 11], [37, 39], [38, 26], [34, 9], [32, 22]]	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 1, 1, 1]
415	[[21, 32], [25, 31], [27, 28], [24, 1], [37, 20], [20, 22], [34, 6], [30, 31], [39, 24], [15, 35], [22, 28], [16, 15], [16, 23], [12, 30], [26, 35], [1, 17], [38, 37], [19, 28], [12, 16], [13, 20], [30, 18], [21, 15], [4, 34], [10, 33], [21, 35], [26, 37], [39, 38], [39, 1], [39, 5], [30, 39]]	[[23, 2], [1, 15], [21, 22], [23, 12], [38, 39], [38, 25], [34, 8], [32, 21]]	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 1, 1, 1]
416	[[21, 33], [25, 32], [27, 29], [25, 1], [37, 19], [19, 22], [34, 5], [31, 31], [39, 23], [15, 34], [23, 28], [16, 14], [16, 24], [12, 31], [27, 35], [1, 18], [38, 36], [18, 28], [11, 16], [14, 20], [30, 17], [21, 16], [4, 35], [9, 33], [21, 35], [26, 37], [39, 38], [39, 1], [39, 5], [30, 39]]	[[24, 2], [1, 16], [20, 22], [23, 13], [38, 38], [38, 24], [34, 7], [32, 20]]	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 1, 1, 1]
417	[[21, 34], [26, 32], [27, 28], [26, 1], [37, 18], [18, 22], [34, 4], [32, 31], [39, 22], [15, 35], [22, 28], [17, 14], [17, 24], [11, 31], [27, 34], [1, 19], [38, 35], [17, 28], [10, 16], [14, 19], [30, 16], [21, 17], [5, 35], [9, 34], [21, 35], [26, 37], [39, 38], [39, 1], [39, 5], [30, 39]]	[[25, 2], [1, 17], [19, 22], [23, 14], [38, 37], [38, 23], [34, 6], [32, 19]]	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 1, 1, 1]
418	[[21, 35], [26, 31], [27, 29], [27, 1], [37, 17], [17, 22], [34, 3], [32, 32], [39, 21], [15, 34], [22, 29], [16, 14], [17, 25], [11, 32], [28, 34], [1, 20], [38, 34], [17, 27], [11, 16], [14, 18], [30, 15], [21, 18], [5, 34], [9, 35], [21, 35], [26, 37], [39, 38], [39, 1], [39, 5], [30, 39]]	[[26, 2], [1, 18], [18, 22], [23, 15], [38, 36], [38, 22], [34, 5], [32, 18]]	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 1, 1, 1]
419	[[21, 34], [26, 32], [27, 28], [28, 1], [37, 16], [17, 21], [33, 3], [32, 33], [39, 20], [16, 34], [22, 28], [16, 15], [17, 24], [10, 32], [27, 34], [1, 21], [38, 33], [17, 28], [11, 15], [14, 19], [29, 15], [21, 19], [4, 34], [10, 35], [21, 35], [26, 37], [39, 38], [39, 1], [39, 5], [30, 39]]	[[26, 3], [1, 19], [17, 22], [23, 16], [38, 35], [38, 21], [34, 4], [32, 17]]	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 1, 1, 1]
420	[[21, 33], [26, 31], [27, 27], [29, 1], [37, 15], [17, 20], [32, 3], [33, 33], [39, 19], [15, 34], [22, 29], [16, 16], [17, 25], [10, 31], [28, 34], [1, 22], [38, 32], [16, 28], [11, 14], [14, 18], [28, 15], [22, 19], [4, 35], [11, 35], [21, 35], [26, 37], [39, 38], [39, 1], [39, 5], [30, 39]]	[[27, 3], [1, 20], [17, 21], [22, 16], [38, 34], [38, 20], [33, 4], [32, 16]]	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 1, 1, 1]
421	[[21, 34], [25, 31], [28, 27], [30, 1], [37, 14], [16, 20], [32, 2], [33, 32], [39, 18], [15, 35], [21, 29], [16, 15], [17, 26], [10, 32], [28, 35], [1, 23], [38, 31], [16, 29], [11, 13], [14, 17], [27, 15], [22, 20], [5, 35], [12, 35], [21, 35], [26, 37], [39, 38], [39, 1], [39, 5], [30, 39]]	[[28, 3], [1, 21], [17, 20], [22, 17], [38, 33], [38, 19], [32, 4], [32, 16]]	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 1, 1, 1]
422	[[21, 35], [25, 32], [29, 27], [31, 1], [37, 13], [15, 20], [33, 2], [32, 32], [39, 17], [16, 35], [20, 29], [16, 14], [17, 25], [9, 32], [28, 34], [1, 24], [38, 30], [16, 30], [10, 13], [13, 17], [27, 14], [22, 21], [5, 34], [12, 34], [21, 35], [26, 37], [39, 38], [39, 1], [39, 5], [30, 39]]	[[29, 3], [1, 22], [16, 20], [22, 18], [38, 32], [38, 18], [32, 3], [33, 16]]	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 1, 1, 1]
423	[[21, 34], [26, 32], [28, 27], [31, 0], [37, 12], [15, 21], [34, 2], [32, 33], [39, 16], [16, 34], [20, 30], [17, 14], [17, 26], [9, 31], [28, 35], [1, 25], [38, 29], [15, 30], [11, 13], [13, 16], [27, 13], [22, 22], [5, 33], [13, 34], [21, 35], [26, 37], [39, 38], [39, 1], [39, 5], [30, 39]]	[[30, 3], [1, 23], [15, 20], [22, 19], [38, 31], [38, 17], [32, 2], [33, 15]]	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 1, 1, 1]
424	[[22, 34], [26, 31], [28, 28], [30, 0], [37, 11], [15, 22], [35, 2], [32, 34], [39, 15], [16, 33], [20, 31], [16, 14], [18, 26], [9, 32], [29, 35], [1, 26], [38, 28], [14, 30], [11, 12], [12, 16], [26, 13], [22, 23], [5, 34], [13, 35], [21, 35], [26, 37], [39, 38], [39, 1], [39, 5], [30, 39]]	[[31, 3], [1, 24], [15, 21], [21, 19], [38, 30], [38, 16], [33, 2], [33, 14]]	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 1, 1, 1]
425	[[22, 35], [27, 31], [28, 27], [29, 0], [37, 10], [15, 23], [36, 2], [33, 34], [39, 14], [16, 34], [21, 31], [15, 14], [18, 27], [9, 31], [29, 34], [1, 27], [38, 27], [14, 29], [11, 11], [13, 16], [26, 12], [22, 24], [5, 35], [13, 34], [21, 35], [26, 37], [39, 38], [39, 1], [39, 5], [30, 39]]	[[31, 2], [1, 25], [15, 22], [21, 20], [38, 29], [38, 15], [34, 2], [33, 13]]	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 1, 1, 1]
426	[[23, 35], [27, 30], [28, 26], [28, 0], [36, 10], [15, 24], [37, 2], [33, 35], [39, 13], [16, 33], [21, 32], [16, 14], [19, 27], [10, 31], [29, 33], [1, 28], [38, 26], [15, 29], [10, 11], [12, 16], [27, 12], [22, 25], [5, 34], [12, 34], [21, 35], [26, 37], [39, 38], [39, 1], [39, 5], [30, 39]]	[[30, 2], [1, 26], [15, 23], [21, 21], [38, 28], [38, 14], [35, 2], [33, 12]]	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 1, 1, 1]
427	[[24, 35], [27, 29], [28, 25], [28, 1], [36, 9], [15, 25], [37, 3], [33, 34], [39, 12], [16, 32], [21, 31], [16, 13], [19, 28], [11, 31], [28, 33], [1, 29], [38, 25], [16, 29], [10, 12], [13, 16], [26, 12], [22, 26], [6, 34], [13, 34], [21, 35], [26, 37], [39, 38], [39, 1], [39, 5], [30, 39]]	[[29, 2], [1, 27], [15, 24], [21, 22], [38, 27], [38, 13], [36, 2], [33, 11]]	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 1, 1, 1]
428	[[24, 34], [28, 29], [29, 25], [27, 1], [36, 8], [15, 26], [37, 4], [34, 34], [39, 11], [16, 33], [21, 30], [17, 13], [20, 28], [11, 30], [29, 33], [1, 30], [38, 24], [16, 30], [11, 12], [12, 16], [26, 13], [22, 27], [6, 35], [13, 35], [21, 35], [26, 37], [39, 38], [39, 1], [39, 5], [30, 39]]	[[28, 2], [1, 28], [15, 25], [21, 23], [38, 26], [38, 12], [36, 3], [33, 10]]	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 1, 1, 1]
429	[[24, 35], [27, 29], [30, 25], [26, 1], [35, 8], [15, 27], [37, 5], [35, 34], [39, 10], [16, 34], [21, 31], [16, 13], [21, 28], [10, 30], [29, 32], [1, 31], [38, 23], [16, 31], [11, 13], [12, 17], [26, 14], [23, 27], [7, 35], [13, 34], [21, 35], [26, 37], [39, 38], [39, 1], [39, 5], [30, 39]]	[[27, 2], [1, 29], [15, 26], [21, 24], [38, 25], [38, 11], [36, 4], [33, 9]]	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 1, 1, 1]
430	[[24, 34], [28, 29], [30, 26], [25, 1], [35, 7], [15, 28], [37, 6], [34, 34], [39, 9], [17, 34], [20, 31], [16, 12], [20, 28], [10, 29], [29, 33], [1, 32], [37, 23], [16, 32], [10, 13], [13, 17], [26, 15], [24, 27], [7, 34], [12, 34], [21, 35], [26, 37], [39, 38], [39, 1], [39, 5], [30, 39]]	[[26, 2], [1, 30], [15, 27], [21, 25], [38, 24], [38, 10], [36, 5], [34, 9]]	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 1, 1, 1]
431	[[24, 33], [29, 29], [31, 26], [24, 1], [34, 7], [15, 29], [38, 6], [35, 34], [39, 8], [17, 35], [21, 31], [16, 11], [20, 29], [9, 29], [30, 33], [1, 33], [36, 23], [16, 33], [10, 14], [12, 17], [27, 15], [25, 27], [7, 33], [12, 35], [21, 35], [26, 37], [39, 38], [39, 1], [39, 5], [30, 39]]	[[25, 2], [1, 31], [15, 28], [21, 26], [37, 24], [38, 9], [36, 6], [35, 9]]	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 1, 1, 1]
432	[[25, 33], [30, 29], [32, 26], [23, 1], [33, 7], [15, 30], [38, 5], [34, 34], [39, 7], [18, 35], [21, 32], [16, 12], [20, 30], [8, 29], [29, 33], [1, 34], [35, 23], [16, 34], [10, 13], [13, 17], [27, 16], [26, 27], [6, 33], [12, 34], [21, 35], [26, 37], [39, 38], [39, 1], [39, 5], [30, 39]]	[[24, 2], [1, 32], [15, 29], [21, 27], [36, 24], [38, 8], [37, 6], [35, 8]]	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 1, 1, 1]
433	[[25, 34], [31, 29], [31, 26], [22, 1], [32, 7], [15, 31], [38, 4], [35, 34], [39, 6], [19, 35], [21, 33], [17, 12], [20, 31], [8, 30], [30, 33], [1, 35], [34, 23], [16, 35], [11, 13], [13, 18], [27, 17], [27, 27], [7, 33], [12, 35], [21, 35], [26, 37], [39, 38], [39, 1], [39, 5], [30, 39]]	[[23, 2], [1, 33], [15, 30], [21, 28], [35, 24], [38, 7], [37, 5], [35, 7]]	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 1, 1, 1]
434	[[26, 34], [32, 29], [30, 26], [21, 1], [31, 7], [15, 32], [38, 3], [34, 34], [39, 5], [20, 35], [22, 33], [17, 11], [20, 32], [8, 30], [30, 32], [1, 36], [33, 23], [17, 35], [11, 14], [12, 18], [26, 17], [27, 28], [7, 34], [11, 35], [21, 35], [26, 37], [39, 38], [39, 1], [39, 5], [30, 39]]	[[22, 2], [1, 34], [15, 31], [21, 29], [34, 24], [38, 6], [37, 4], [35, 6]]	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 1, 1, 1]
435	[[26, 35], [33, 29], [29, 26], [20, 1], [30, 7], [15, 33], [38, 2], [34, 33], [39, 4], [21, 35], [23, 33], [18, 11], [20, 33], [8, 29], [30, 33], [1, 37], [32, 23], [17, 36], [11, 13], [13, 18], [27, 17], [27, 29], [7, 35], [11, 36], [21, 35], [26, 37], [39, 38], [39, 1], [39, 5], [30, 39]]	[[21, 2], [1, 35], [15, 32], [21, 30], [33, 24], [38, 5], [38, 4], [34, 6]]	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 1, 1, 1]
436	[[27, 35], [33, 30], [28, 26], [19, 1], [29, 7], [14, 33], [38, 1], [35, 33], [39, 3], [21, 36], [23, 32], [19, 11], [20, 34], [9, 29], [30, 34], [1, 38], [31, 23], [17, 37], [12, 13], [13, 17], [27, 16], [27, 28], [7, 34], [12, 36], [21, 35], [26, 37], [39, 38], [39, 1], [39, 5], [30, 39]]	[[20, 2], [1, 36], [15, 33], [21, 31], [32, 24], [38, 4], [38, 3], [33, 6]]	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 1, 1, 1]
437	[[27, 34], [33, 29], [27, 26], [18, 1], [28, 7], [13, 33], [38, 0], [35, 34], [39, 2], [22, 36], [24, 32], [18, 11], [20, 35], [9, 30], [31, 34], [1, 39], [30, 23], [18, 37], [11, 13], [14, 17], [27, 15], [27, 29], [8, 34], [13, 36], [21, 35], [26, 37], [39, 38], [39, 1], [39, 5], [30, 39]]	[[19, 2], [2, 36], [14, 33], [21, 32], [31, 24], [38, 3], [38, 2], [32, 6]]	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 1, 1, 1]
438	[[26, 34], [34, 29], [26, 26], [17, 1], [28, 8], [13, 32], [37, 0], [34, 34], [39, 3], [23, 36], [25, 32], [18, 12], [19, 35], [9, 29], [31, 35], [2, 39], [30, 22], [17, 37], [11, 12], [14, 18], [27, 14], [27, 30], [7, 34], [13, 37], [21, 35], [26, 37], [39, 38], [39, 1], [39, 5], [30, 39]]	[[18, 2], [2, 37], [13, 33], [21, 33], [30, 24], [38, 2], [38, 1], [31, 6]]	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 1, 1, 1]
439	[[27, 34], [34, 30], [25, 26], [16, 1], [27, 8], [13, 31], [36, 0], [34, 33], [39, 4], [24, 36], [25, 31], [18, 13], [18, 35], [9, 28], [31, 34], [3, 39], [30, 21], [17, 38], [10, 12], [15, 18], [26, 14], [28, 30], [8, 34], [13, 38], [21, 35], [26, 37], [39, 38], [39, 1], [39, 5], [30, 39]]	[[17, 2], [2, 38], [14, 33], [21, 34], [30, 23], [38, 3], [37, 1], [30, 6]]	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 1, 1, 1]
440	[[27, 35], [34, 29], [25, 25], [15, 1], [27, 9], [13, 30], [35, 0], [35, 33], [39, 5], [25, 36], [25, 30], [18, 14], [17, 35], [8, 28], [30, 34], [4, 39], [30, 20], [17, 39], [11, 12], [16, 18], [27, 14], [28, 29], [9, 34], [12, 38], [21, 35], [26, 37], [39, 38], [39, 1], [39, 5], [30, 39]]	[[16, 2], [3, 38], [13, 33], [20, 34], [30, 22], [38, 4], [36, 1], [29, 6]]	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 1, 1, 1]
441	[[27, 34], [34, 28], [25, 26], [14, 1], [27, 10], [13, 29], [34, 0], [34, 33], [39, 6], [26, 36], [26, 30], [19, 14], [16, 35], [7, 28], [31, 34], [5, 39], [30, 19], [18, 39], [11, 11], [16, 19], [26, 14], [28, 30], [8, 34], [11, 38], [21, 35], [26, 37], [39, 38], [39, 1], [39, 5], [30, 39]]	[[15, 2], [4, 38], [14, 33], [19, 34], [30, 21], [38, 5], [35, 1], [28, 6]]	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 1, 1, 1]
442	[[27, 35], [34, 28], [24, 26], [13, 1], [27, 11], [12, 29], [33, 0], [33, 33], [39, 7], [25, 36], [25, 30], [19, 13], [16, 36], [8, 28], [30, 34], [6, 39], [30, 18], [19, 39], [10, 11], [17, 19], [26, 15], [29, 30], [9, 34], [10, 38], [21, 35], [26, 37], [39, 38], [39, 1], [39, 5], [30, 39]]	[[14, 2], [5, 38], [13, 33], [19, 35], [30, 20], [38, 6], [34, 1], [28, 7]]	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 1, 1, 1]
443	[[27, 34], [34, 27], [24, 27], [12, 1], [27, 12], [12, 28], [32, 0], [34, 33], [39, 8], [26, 36], [26, 30], [19, 14], [16, 37], [8, 27], [30, 33], [7, 39], [30, 17], [20, 39], [10, 10], [17, 18], [25, 15], [29, 29], [8, 34], [11, 38], [21, 35], [26, 37], [39, 38], [39, 1], [39, 5], [30, 39]]	[[13, 2], [6, 38], [13, 34], [19, 36], [30, 19], [38, 7], [33, 1], [28, 8]]	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 1, 1, 1]
444	[[27, 33], [35, 27], [24, 28], [11, 1], [27, 13], [12, 29], [31, 0], [34, 34], [39, 9], [25, 36], [25, 30], [19, 13], [16, 38], [9, 27], [30, 34], [8, 39], [30, 16], [21, 39], [9, 10], [16, 18], [24, 15], [29, 28], [8, 33], [11, 37], [21, 35], [26, 37], [39, 38], [39, 1], [39, 5], [30, 39]]	[[12, 2], [7, 38], [13, 35], [19, 37], [30, 18], [38, 8], [32, 1], [28, 9]]	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 1, 1, 1]
445	[[27, 34], [34, 27], [23, 28], [10, 1], [26, 13], [12, 30], [30, 0], [34, 35], [39, 10], [25, 35], [25, 29], [19, 12], [16, 39], [9, 26], [31, 34], [9, 39], [30, 15], [22, 39], [10, 10], [17, 18], [24, 16], [29, 29], [8, 32], [11, 38], [21, 35], [26, 37], [39, 38], [39, 1], [39, 5], [30, 39]]	[[11, 2], [8, 38], [13, 36], [19, 38], [30, 17], [38, 9], [31, 1], [28, 10]]	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 1, 1, 1]
