timesteps	evaders	pursuers	evader_capture_status
103	[[30, 27], [5, 34], [7, 18], [1, 0], [9, 22], [23, 34], [26, 24], [37, 39], [23, 19], [20, 31], [35, 34], [3, 28], [0, 15], [39, 30], [23, 26], [17, 18], [10, 17], [24, 12], [12, 35], [33, 33], [27, 35], [13, 25], [33, 30], [23, 8], [9, 8], [24, 29], [30, 10], [19, 14], [11, 28], [30, 31]]	[[2, 1], [4, 28], [15, 20], [24, 13], [38, 29], [14, 17], [35, 39], [0, 13]]	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]
104	[[30, 26], [4, 34], [7, 19], [0, 0], [9, 23], [23, 35], [26, 23], [38, 39], [22, 19], [20, 30], [34, 34], [3, 29], [0, 16], [39, 31], [22, 26], [18, 18], [9, 17], [24, 11], [12, 34], [32, 33], [27, 34], [13, 26], [32, 30], [23, 7], [9, 7], [25, 29], [30, 11], [19, 15], [11, 29], [30, 30]]	[[1, 1], [3, 28], [16, 20], [24, 12], [38, 30], [15, 17], [36, 39], [0, 14]]	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]
105	[[29, 26], [5, 34], [7, 20], [1, 0], [9, 24], [24, 35], [26, 22], [39, 39], [23, 19], [19, 30], [34, 35], [3, 30], [0, 17], [39, 32], [21, 26], [19, 18], [9, 16], [24, 10], [11, 34], [32, 32], [28, 34], [14, 26], [33, 30], [24, 7], [8, 7], [26, 29], [31, 11], [19, 14], [11, 30], [29, 30]]	[[0, 1], [3, 29], [16, 19], [24, 11], [38, 31], [15, 16], [36, 38], [0, 15]]	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]
106	[[29, 25], [5, 35], [7, 21], [2, 0], [9, 25], [25, 35], [26, 23], [39, 38], [22, 19], [19, 31], [34, 34], [3, 31], [0, 18], [39, 33], [21, 27], [20, 18], [8, 16], [23, 10], [11, 35], [33, 32], [29, 34], [15, 26], [33, 29], [25, 7], [9, 7], [26, 30], [30, 11], [20, 14], [11, 31], [28, 30]]	[[1, 1], [3, 30], [17, 19], [24, 10], [38, 32], [15, 15], [37, 38], [0, 16]]	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]
107	[[30, 25], [6, 35], [8, 21], [3, 0], [10, 25], [25, 34], [25, 23], [39, 37], [23, 19], [19, 32], [34, 35], [3, 32], [0, 19], [39, 34], [21, 28], [21, 18], [7, 16], [22, 10], [12, 35], [32, 32], [28, 34], [15, 27], [33, 28], [25, 6], [9, 8], [25, 30], [30, 10], [21, 14], [10, 31], [29, 30]]	[[2, 1], [3, 31], [18, 19], [23, 10], [38, 33], [16, 15], [38, 38], [0, 17]]	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]
108	[[30, 24], [7, 35], [9, 21], [4, 0], [11, 25], [25, 35], [25, 24], [39, 36], [24, 19], [18, 32], [33, 35], [3, 33], [0, 20], [39, 35], [21, 27], [22, 18], [7, 15], [21, 10], [12, 34], [32, 33], [27, 34], [15, 26], [32, 28], [25, 5], [9, 7], [25, 29], [29, 10], [22, 14], [11, 31], [29, 29]]	[[3, 1], [3, 32], [19, 19], [22, 10], [38, 34], [17, 15], [38, 37], [0, 18]]	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]
109	[[29, 24], [8, 35], [10, 21], [5, 0], [12, 25], [24, 35], [25, 23], [39, 37], [25, 19], [19, 32], [32, 35], [3, 34], [0, 21], [39, 34], [21, 26], [23, 18], [7, 16], [21, 9], [13, 34], [32, 32], [27, 33], [15, 25], [33, 28], [26, 5], [10, 7], [25, 30], [29, 9], [23, 14], [11, 30], [28, 29]]	[[4, 1], [3, 33], [20, 19], [21, 10], [38, 35], [18, 15], [38, 36], [0, 19]]	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]
110	[[29, 23], [9, 35], [11, 21], [6, 0], [11, 25], [23, 35], [25, 24], [39, 38], [26, 19], [19, 33], [32, 34], [3, 35], [0, 22], [39, 33], [21, 25], [24, 18], [7, 17], [21, 8], [14, 34], [33, 32], [27, 34], [15, 24], [33, 27], [26, 4], [9, 7], [25, 29], [29, 8], [24, 14], [11, 29], [29, 29]]	[[5, 1], [3, 34], [21, 19], [21, 9], [38, 36], [18, 14], [38, 37], [0, 20]]	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]
111	[[30, 23], [9, 34], [12, 21], [7, 0], [10, 25], [23, 34], [25, 25], [39, 39], [27, 19], [18, 33], [32, 35], [3, 36], [0, 23], [39, 32], [21, 26], [25, 18], [7, 18], [21, 7], [14, 33], [33, 31], [28, 34], [16, 24], [33, 28], [26, 5], [10, 7], [24, 29], [29, 7], [24, 13], [12, 29], [29, 30]]	[[6, 1], [3, 35], [22, 19], [21, 8], [38, 35], [17, 14], [38, 38], [0, 21]]	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]
112	[[29, 23], [10, 34], [12, 20], [8, 0], [9, 25], [24, 34], [26, 25], [39, 38], [28, 19], [19, 33], [32, 34], [3, 37], [0, 24], [39, 31], [20, 26], [26, 18], [8, 18], [21, 6], [14, 34], [32, 31], [27, 34], [16, 23], [33, 27], [26, 5], [10, 8], [24, 28], [29, 8], [24, 14], [13, 29], [29, 29]]	[[7, 1], [3, 36], [23, 19], [21, 7], [37, 35], [17, 15], [38, 39], [0, 22]]	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]
113	[[29, 24], [9, 34], [11, 20], [9, 0], [9, 26], [25, 34], [26, 24], [39, 37], [29, 19], [19, 34], [31, 34], [3, 38], [0, 25], [38, 31], [20, 27], [27, 18], [9, 18], [21, 5], [13, 34], [32, 30], [28, 34], [17, 23], [34, 27], [26, 4], [11, 8], [25, 28], [29, 9], [24, 13], [13, 28], [28, 29]]	[[8, 1], [3, 37], [24, 19], [21, 6], [37, 34], [16, 15], [38, 38], [0, 23]]	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]
114	[[30, 24], [9, 33], [11, 21], [10, 0], [9, 25], [25, 35], [26, 25], [39, 36], [30, 19], [19, 35], [32, 34], [2, 38], [0, 26], [38, 30], [19, 27], [27, 17], [8, 18], [21, 4], [14, 34], [33, 30], [28, 33], [17, 22], [35, 27], [27, 4], [11, 7], [24, 28], [30, 9], [24, 14], [13, 27], [28, 28]]	[[9, 1], [3, 38], [25, 19], [21, 5], [37, 33], [16, 16], [38, 37], [0, 24]]	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]
115	[[30, 25], [9, 34], [11, 22], [11, 0], [9, 24], [25, 34], [26, 24], [39, 35], [31, 19], [19, 34], [32, 35], [1, 38], [0, 27], [38, 29], [19, 26], [27, 16], [7, 18], [21, 3], [15, 34], [32, 30], [27, 33], [17, 23], [34, 27], [27, 5], [11, 8], [24, 29], [30, 10], [24, 13], [14, 27], [28, 29]]	[[10, 1], [2, 38], [26, 19], [21, 4], [37, 32], [15, 16], [38, 36], [0, 25]]	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]
116	[[30, 26], [10, 34], [11, 21], [12, 0], [8, 24], [24, 34], [26, 25], [39, 34], [31, 20], [19, 33], [32, 36], [0, 38], [0, 28], [38, 28], [20, 26], [27, 15], [7, 19], [20, 3], [15, 35], [31, 30], [27, 32], [17, 22], [34, 26], [28, 5], [11, 9], [23, 29], [30, 9], [24, 12], [13, 27], [29, 29]]	[[11, 1], [1, 38], [27, 19], [21, 3], [37, 31], [15, 17], [38, 35], [0, 26]]	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]
117	[[30, 25], [11, 34], [12, 21], [13, 0], [8, 25], [24, 35], [26, 24], [39, 33], [32, 20], [20, 33], [32, 37], [1, 38], [0, 29], [38, 27], [21, 26], [27, 14], [6, 19], [20, 4], [15, 36], [31, 31], [27, 33], [18, 22], [34, 25], [27, 5], [10, 9], [24, 29], [30, 8], [23, 12], [13, 28], [28, 29]]	[[12, 1], [0, 38], [28, 19], [20, 3], [37, 30], [15, 18], [38, 34], [0, 27]]	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]
118	[[30, 24], [10, 34], [12, 22], [14, 0], [8, 26], [24, 36], [26, 25], [39, 32], [33, 20], [19, 33], [32, 36], [2, 38], [0, 30], [38, 26], [21, 25], [27, 13], [7, 19], [20, 5], [16, 36], [32, 31], [26, 33], [18, 23], [34, 24], [27, 4], [10, 10], [25, 29], [31, 8], [23, 11], [12, 28], [28, 28]]	[[13, 1], [1, 38], [29, 19], [20, 4], [37, 29], [16, 18], [38, 33], [0, 28]]	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]
119	[[30, 25], [9, 34], [12, 23], [15, 0], [7, 26], [24, 35], [26, 24], [39, 31], [34, 20], [19, 34], [32, 35], [3, 38], [0, 31], [38, 25], [22, 25], [27, 14], [7, 20], [20, 6], [16, 35], [31, 31], [27, 33], [18, 24], [33, 24], [27, 5], [10, 11], [25, 30], [32, 8], [22, 11], [13, 28], [27, 28]]	[[14, 1], [2, 38], [29, 20], [20, 5], [37, 28], [16, 19], [38, 32], [0, 29]]	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]
120	[[30, 26], [10, 34], [12, 24], [16, 0], [7, 25], [25, 35], [25, 24], [39, 30], [35, 20], [20, 34], [33, 35], [4, 38], [0, 32], [38, 24], [23, 25], [26, 14], [8, 20], [20, 7], [16, 34], [32, 31], [27, 34], [19, 24], [33, 23], [28, 5], [10, 12], [26, 30], [32, 7], [23, 11], [12, 28], [27, 29]]	[[15, 1], [3, 38], [30, 20], [20, 6], [37, 27], [15, 19], [38, 31], [0, 30]]	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]
121	[[31, 26], [10, 33], [11, 24], [17, 0], [8, 25], [25, 34], [25, 25], [39, 29], [35, 19], [21, 34], [33, 34], [5, 38], [0, 33], [38, 23], [22, 25], [26, 15], [9, 20], [20, 8], [16, 35], [32, 32], [26, 34], [18, 24], [34, 23], [28, 4], [10, 13], [25, 30], [33, 7], [23, 12], [12, 29], [27, 28]]	[[16, 1], [4, 38], [31, 20], [20, 7], [37, 26], [14, 19], [38, 30], [0, 31]]	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]
122	[[31, 25], [9, 33], [11, 25], [18, 0], [7, 25], [24, 34], [26, 25], [39, 28], [35, 18], [21, 33], [33, 35], [5, 37], [0, 34], [38, 22], [21, 25], [27, 15], [8, 20], [20, 9], [16, 34], [32, 31], [27, 34], [18, 25], [33, 23], [28, 5], [11, 13], [25, 29], [33, 8], [24, 12], [12, 30], [28, 28]]	[[17, 1], [5, 38], [32, 20], [20, 8], [37, 25], [13, 19], [38, 29], [0, 32]]	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]
123	[[31, 26], [9, 32], [10, 25], [19, 0], [7, 26], [24, 35], [26, 24], [39, 27], [35, 17], [21, 32], [34, 35], [5, 36], [0, 35], [38, 21], [22, 25], [27, 16], [7, 20], [20, 10], [17, 34], [33, 31], [28, 34], [18, 26], [34, 23], [27, 5], [10, 13], [25, 30], [33, 7], [24, 13], [13, 30], [29, 28]]	[[18, 1], [5, 37], [33, 20], [20, 9], [37, 24], [12, 19], [38, 28], [0, 33]]	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]
124	[[32, 26], [10, 32], [10, 24], [20, 0], [6, 26], [24, 34], [25, 24], [39, 26], [35, 16], [20, 32], [34, 34], [5, 35], [0, 36], [38, 20], [23, 25], [28, 16], [6, 20], [20, 11], [17, 33], [33, 32], [29, 34], [17, 26], [33, 23], [28, 5], [9, 13], [25, 29], [32, 7], [24, 14], [14, 30], [30, 28]]	[[19, 1], [5, 36], [34, 20], [20, 10], [37, 23], [11, 19], [38, 27], [0, 34]]	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]
125	[[31, 26], [11, 32], [10, 25], [21, 0], [7, 26], [25, 34], [25, 23], [39, 25], [35, 15], [20, 31], [34, 35], [5, 34], [0, 37], [38, 19], [22, 25], [29, 16], [6, 21], [20, 12], [17, 34], [33, 31], [28, 34], [17, 25], [32, 23], [28, 4], [9, 14], [25, 30], [33, 7], [24, 15], [14, 29], [29, 28]]	[[20, 1], [5, 35], [35, 20], [20, 11], [36, 23], [10, 19], [38, 26], [0, 35]]	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]
126	[[30, 26], [10, 32], [11, 25], [22, 0], [6, 26], [25, 35], [24, 23], [39, 24], [35, 14], [20, 32], [35, 35], [5, 33], [0, 38], [38, 18], [22, 26], [29, 17], [5, 21], [20, 13], [18, 34], [33, 32], [29, 34], [17, 26], [31, 23], [28, 5], [8, 14], [25, 29], [34, 7], [25, 15], [15, 29], [28, 28]]	[[21, 1], [5, 34], [35, 19], [20, 12], [35, 23], [9, 19], [38, 25], [0, 36]]	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]
127	[[30, 27], [11, 32], [12, 25], [23, 0], [5, 26], [25, 34], [25, 23], [39, 23], [35, 13], [21, 32], [35, 36], [5, 32], [0, 39], [38, 17], [21, 26], [30, 17], [5, 22], [20, 14], [18, 33], [33, 31], [29, 33], [17, 25], [30, 23], [29, 5], [7, 14], [25, 30], [34, 6], [26, 15], [14, 29], [28, 27]]	[[22, 1], [5, 33], [36, 19], [20, 13], [35, 24], [8, 19], [39, 25], [0, 37]]	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]
128	[[31, 27], [10, 32], [12, 24], [24, 0], [4, 26], [25, 35], [26, 23], [39, 22], [34, 13], [21, 31], [34, 36], [5, 31], [1, 39], [38, 16], [21, 27], [30, 18], [4, 22], [20, 15], [17, 33], [32, 31], [29, 34], [17, 24], [30, 22], [29, 4], [7, 13], [24, 30], [35, 6], [25, 15], [15, 29], [27, 27]]	[[23, 1], [5, 32], [36, 18], [20, 14], [35, 23], [7, 19], [39, 24], [0, 38]]	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]
129	[[31, 28], [11, 32], [12, 25], [25, 0], [4, 27], [25, 34], [27, 23], [39, 21], [34, 12], [21, 32], [34, 35], [5, 30], [2, 39], [38, 15], [21, 26], [29, 18], [4, 23], [20, 16], [18, 33], [32, 32], [29, 33], [17, 23], [29, 22], [29, 5], [8, 13], [25, 30], [34, 6], [26, 15], [16, 29], [27, 28]]	[[24, 1], [5, 31], [37, 18], [20, 15], [34, 23], [7, 20], [39, 23], [1, 38]]	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]
130	[[31, 29], [10, 32], [13, 25], [26, 0], [5, 27], [25, 35], [27, 24], [39, 20], [34, 11], [21, 33], [35, 35], [6, 30], [3, 39], [38, 14], [20, 26], [28, 18], [3, 23], [20, 17], [18, 34], [33, 32], [29, 34], [17, 22], [28, 22], [29, 4], [7, 13], [26, 30], [35, 6], [26, 14], [15, 29], [27, 29]]	[[25, 1], [5, 30], [37, 17], [20, 16], [33, 23], [7, 21], [39, 22], [2, 38]]	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]
131	[[31, 28], [11, 32], [13, 26], [27, 0], [5, 26], [25, 34], [27, 25], [39, 19], [35, 11], [22, 33], [35, 34], [6, 31], [4, 39], [38, 13], [20, 27], [28, 17], [3, 24], [20, 18], [18, 35], [34, 32], [29, 33], [17, 21], [27, 22], [29, 5], [7, 12], [26, 31], [34, 6], [27, 14], [16, 29], [27, 28]]	[[26, 1], [6, 30], [37, 16], [20, 17], [32, 23], [6, 21], [39, 21], [3, 38]]	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]
132	[[31, 29], [12, 32], [13, 25], [28, 0], [5, 27], [25, 35], [26, 25], [39, 18], [35, 10], [21, 33], [34, 34], [6, 32], [5, 39], [38, 12], [21, 27], [28, 18], [3, 25], [20, 19], [18, 34], [34, 31], [30, 33], [18, 21], [26, 22], [30, 5], [8, 12], [25, 31], [34, 5], [27, 13], [16, 30], [26, 28]]	[[27, 1], [7, 30], [37, 15], [20, 18], [31, 23], [5, 21], [39, 20], [4, 38]]	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]
133	[[31, 28], [12, 33], [12, 25], [29, 0], [5, 26], [25, 34], [26, 26], [39, 17], [34, 10], [21, 32], [33, 34], [6, 33], [6, 39], [38, 11], [22, 27], [28, 17], [3, 26], [20, 20], [17, 34], [34, 30], [29, 33], [18, 22], [25, 22], [30, 6], [7, 12], [25, 32], [34, 4], [27, 14], [17, 30], [26, 29]]	[[28, 1], [6, 30], [37, 14], [20, 19], [30, 23], [5, 22], [39, 19], [4, 39]]	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]
134	[[31, 29], [12, 32], [12, 26], [30, 0], [6, 26], [25, 35], [26, 27], [39, 16], [34, 9], [22, 32], [32, 34], [6, 34], [7, 39], [38, 10], [22, 26], [28, 18], [2, 26], [20, 21], [17, 35], [35, 30], [30, 33], [18, 23], [24, 22], [30, 7], [8, 12], [24, 32], [34, 5], [28, 14], [16, 30], [27, 29]]	[[29, 1], [5, 30], [37, 13], [20, 20], [30, 24], [5, 23], [39, 18], [5, 39]]	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]
135	[[31, 30], [12, 33], [13, 26], [31, 0], [7, 26], [25, 36], [27, 27], [39, 15], [34, 8], [21, 32], [32, 35], [7, 34], [8, 39], [38, 9], [22, 27], [28, 19], [1, 26], [20, 22], [18, 35], [34, 30], [29, 33], [17, 23], [25, 22], [29, 7], [8, 13], [25, 32], [34, 4], [28, 13], [15, 30], [27, 30]]	[[30, 1], [6, 30], [37, 12], [20, 21], [30, 25], [5, 24], [39, 17], [6, 39]]	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]
136	[[32, 30], [11, 33], [14, 26], [32, 0], [8, 26], [25, 35], [26, 27], [39, 14], [33, 8], [21, 33], [32, 34], [8, 34], [9, 39], [38, 8], [23, 27], [29, 19], [0, 26], [20, 23], [18, 34], [34, 31], [29, 34], [16, 23], [25, 23], [30, 7], [9, 13], [24, 32], [34, 5], [27, 13], [16, 30], [26, 30]]	[[31, 1], [6, 31], [37, 11], [20, 22], [30, 26], [5, 25], [38, 17], [7, 39]]	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]
137	[[32, 31], [12, 33], [14, 27], [33, 0], [9, 26], [26, 35], [26, 28], [39, 13], [33, 9], [21, 32], [32, 35], [9, 34], [10, 39], [38, 7], [22, 27], [29, 20], [0, 27], [20, 24], [18, 35], [35, 31], [28, 34], [15, 23], [25, 22], [29, 7], [9, 12], [23, 32], [35, 5], [28, 13], [15, 30], [26, 31]]	[[32, 1], [7, 31], [38, 11], [20, 23], [30, 27], [6, 25], [38, 16], [8, 39]]	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]
138	[[33, 31], [13, 33], [14, 26], [34, 0], [10, 26], [26, 36], [25, 28], [39, 14], [33, 10], [20, 32], [32, 36], [10, 34], [11, 39], [38, 6], [23, 27], [29, 19], [1, 27], [20, 25], [17, 35], [36, 31], [28, 33], [14, 23], [25, 21], [28, 7], [9, 11], [23, 33], [34, 5], [28, 14], [15, 31], [26, 30]]	[[33, 1], [8, 31], [37, 11], [20, 24], [31, 27], [7, 25], [38, 15], [9, 39]]	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]
139	[[33, 32], [14, 33], [14, 27], [35, 0], [11, 26], [27, 36], [26, 28], [39, 13], [32, 10], [19, 32], [32, 35], [11, 34], [12, 39], [38, 5], [24, 27], [28, 19], [2, 27], [20, 26], [18, 35], [35, 31], [28, 32], [14, 22], [25, 20], [28, 8], [9, 10], [23, 34], [35, 5], [27, 14], [14, 31], [26, 31]]	[[34, 1], [9, 31], [36, 11], [21, 24], [31, 28], [8, 25], [38, 14], [10, 39]]	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]
140	[[34, 32], [15, 33], [15, 27], [36, 0], [12, 26], [28, 36], [26, 29], [39, 12], [31, 10], [19, 31], [33, 35], [12, 34], [13, 39], [38, 6], [24, 28], [28, 18], [3, 27], [20, 27], [18, 36], [35, 30], [29, 32], [14, 21], [25, 19], [28, 7], [9, 9], [24, 34], [34, 5], [27, 13], [14, 30], [26, 32]]	[[35, 1], [10, 31], [35, 11], [21, 25], [30, 28], [9, 25], [38, 13], [11, 39]]	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]
141	[[34, 33], [15, 34], [16, 27], [37, 0], [13, 26], [29, 36], [26, 30], [39, 11], [30, 10], [20, 31], [33, 34], [13, 34], [14, 39], [38, 7], [24, 29], [29, 18], [4, 27], [20, 28], [17, 36], [35, 31], [30, 32], [14, 20], [25, 20], [27, 7], [8, 9], [23, 34], [34, 6], [27, 12], [15, 30], [25, 32]]	[[36, 1], [11, 31], [36, 11], [21, 26], [30, 29], [10, 25], [39, 13], [12, 39]]	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]
142	[[35, 33], [16, 34], [17, 27], [38, 0], [14, 26], [29, 35], [26, 31], [39, 10], [30, 11], [20, 32], [33, 35], [12, 34], [15, 39], [38, 6], [25, 29], [29, 17], [5, 27], [19, 28], [18, 36], [35, 30], [30, 33], [14, 19], [25, 21], [27, 6], [8, 10], [22, 34], [34, 5], [26, 12], [16, 30], [26, 32]]	[[37, 1], [12, 31], [36, 10], [21, 27], [30, 30], [11, 25], [39, 12], [13, 39]]	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]
143	[[35, 34], [17, 34], [17, 26], [39, 0], [15, 26], [29, 36], [27, 31], [39, 9], [30, 10], [20, 33], [33, 36], [11, 34], [16, 39], [38, 5], [25, 28], [30, 17], [5, 28], [19, 29], [19, 36], [34, 30], [29, 33], [15, 19], [25, 22], [26, 6], [8, 11], [22, 33], [33, 5], [26, 13], [16, 31], [26, 33]]	[[37, 2], [13, 31], [36, 9], [21, 28], [30, 31], [12, 25], [39, 11], [14, 39]]	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]
144	[[34, 34], [18, 34], [18, 26], [39, 1], [16, 26], [29, 37], [26, 31], [39, 8], [31, 10], [20, 34], [34, 36], [10, 34], [17, 39], [38, 6], [26, 28], [30, 16], [6, 28], [18, 29], [20, 36], [35, 30], [28, 33], [15, 18], [25, 23], [26, 7], [8, 12], [22, 34], [32, 5], [26, 12], [15, 31], [26, 34]]	[[38, 2], [14, 31], [36, 8], [21, 29], [30, 32], [13, 25], [39, 10], [15, 39]]	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]
