timesteps	evaders	pursuers	evader_capture_status
108	[[10, 16], [11, 7], [22, 2], [15, 1], [6, 0], [1, 9], [1, 12], [0, 5], [15, 12], [0, 2], [35, 25], [28, 11], [8, 12], [27, 30], [5, 16], [3, 2], [31, 1], [29, 26], [10, 2], [33, 35], [22, 15], [20, 19], [31, 22], [30, 31], [2, 21], [9, 25], [24, 2], [16, 7], [17, 3], [31, 17]]	[[5, 5], [34, 7], [16, 20], [21, 37], [20, 9], [26, 21], [14, 36], [21, 29]]	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]
109	[[10, 17], [11, 8], [21, 2], [14, 1], [7, 0], [2, 9], [1, 11], [0, 6], [15, 11], [0, 1], [34, 25], [28, 10], [7, 12], [27, 31], [5, 15], [2, 2], [31, 2], [29, 25], [11, 2], [33, 34], [22, 14], [20, 18], [31, 23], [30, 31], [2, 20], [10, 25], [25, 2], [16, 6], [17, 2], [30, 17]]	[[5, 5], [34, 7], [15, 20], [22, 37], [20, 8], [26, 20], [14, 36], [20, 29]]	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]
110	[[10, 16], [12, 8], [22, 2], [14, 0], [7, 1], [1, 9], [0, 11], [0, 7], [15, 12], [0, 0], [35, 25], [27, 10], [7, 12], [27, 30], [5, 14], [3, 2], [31, 3], [29, 26], [11, 3], [33, 35], [22, 15], [20, 17], [31, 22], [30, 30], [1, 20], [10, 26], [26, 2], [16, 7], [18, 2], [29, 17]]	[[5, 6], [35, 7], [15, 21], [22, 36], [20, 8], [26, 19], [13, 36], [19, 29]]	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]
111	[[11, 16], [11, 8], [22, 3], [14, 1], [8, 1], [1, 8], [0, 12], [0, 6], [14, 12], [0, 1], [35, 26], [28, 10], [7, 11], [26, 30], [4, 14], [2, 2], [30, 3], [28, 26], [12, 3], [33, 34], [22, 14], [19, 17], [32, 22], [29, 30], [1, 19], [9, 26], [26, 1], [16, 6], [18, 1], [30, 17]]	[[5, 5], [35, 8], [15, 22], [22, 36], [21, 8], [25, 19], [13, 36], [20, 29]]	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]
112	[[10, 16], [11, 7], [22, 2], [14, 2], [8, 2], [2, 8], [0, 11], [0, 5], [14, 13], [0, 0], [35, 27], [29, 10], [7, 10], [26, 29], [3, 14], [2, 3], [30, 2], [27, 26], [11, 3], [32, 34], [21, 14], [19, 16], [32, 21], [29, 30], [2, 19], [9, 25], [25, 1], [16, 7], [19, 1], [31, 17]]	[[4, 5], [35, 9], [15, 22], [21, 36], [21, 8], [24, 19], [14, 36], [20, 28]]	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]
113	[[9, 16], [10, 7], [22, 3], [14, 1], [7, 2], [2, 9], [0, 10], [0, 6], [14, 12], [0, 1], [34, 27], [29, 11], [7, 11], [25, 29], [2, 14], [2, 2], [31, 2], [27, 27], [10, 3], [33, 34], [21, 13], [18, 16], [31, 21], [29, 29], [2, 18], [9, 26], [26, 1], [16, 6], [19, 2], [30, 17]]	[[4, 6], [34, 9], [16, 22], [20, 36], [20, 8], [23, 19], [15, 36], [20, 27]]	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]
114	[[9, 15], [10, 6], [22, 2], [14, 0], [7, 1], [3, 9], [0, 11], [0, 5], [14, 13], [0, 0], [35, 27], [28, 11], [8, 11], [24, 29], [1, 14], [2, 1], [32, 2], [27, 26], [11, 3], [34, 34], [22, 13], [18, 15], [31, 22], [30, 29], [2, 17], [8, 26], [26, 2], [16, 7], [19, 1], [30, 16]]	[[4, 5], [34, 9], [16, 22], [20, 35], [21, 8], [24, 19], [14, 36], [21, 27]]	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]
115	[[8, 15], [9, 6], [23, 2], [15, 0], [7, 0], [3, 8], [0, 10], [0, 4], [14, 12], [1, 0], [36, 27], [27, 11], [7, 11], [23, 29], [1, 13], [3, 1], [31, 2], [27, 25], [10, 3], [35, 34], [21, 13], [18, 16], [31, 21], [30, 28], [2, 18], [7, 26], [27, 2], [15, 7], [20, 1], [29, 16]]	[[4, 4], [34, 10], [16, 21], [20, 36], [21, 8], [23, 19], [13, 36], [22, 27]]	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]
116	[[7, 15], [10, 6], [24, 2], [16, 0], [6, 0], [2, 8], [0, 9], [0, 3], [13, 12], [2, 0], [36, 28], [27, 12], [6, 11], [22, 29], [1, 12], [3, 0], [31, 3], [28, 25], [10, 2], [34, 34], [21, 14], [19, 16], [30, 21], [31, 28], [3, 18], [7, 27], [28, 2], [15, 6], [19, 1], [28, 16]]	[[3, 4], [34, 10], [16, 21], [19, 36], [22, 8], [22, 19], [14, 36], [22, 26]]	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]
117	[[7, 16], [10, 7], [24, 1], [16, 1], [7, 0], [2, 7], [0, 8], [0, 2], [13, 11], [1, 0], [36, 29], [26, 12], [5, 11], [23, 29], [2, 12], [4, 0], [32, 3], [28, 24], [9, 2], [34, 33], [21, 13], [19, 15], [30, 20], [30, 28], [2, 18], [7, 26], [28, 1], [14, 6], [20, 1], [28, 17]]	[[2, 4], [34, 11], [16, 22], [19, 36], [21, 8], [22, 19], [13, 36], [22, 27]]	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]
118	[[7, 15], [9, 7], [24, 2], [16, 2], [7, 1], [2, 8], [0, 7], [0, 3], [13, 12], [0, 0], [36, 30], [26, 12], [6, 11], [24, 29], [2, 13], [4, 1], [32, 2], [28, 23], [9, 3], [34, 32], [21, 14], [18, 15], [31, 20], [30, 27], [2, 19], [7, 25], [29, 1], [15, 6], [19, 1], [28, 16]]	[[1, 4], [34, 12], [17, 22], [18, 36], [20, 8], [22, 18], [13, 35], [23, 27]]	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]
119	[[8, 15], [8, 7], [25, 2], [15, 2], [6, 1], [3, 8], [0, 6], [0, 2], [13, 13], [1, 0], [37, 30], [26, 11], [5, 11], [24, 30], [2, 14], [4, 2], [33, 2], [29, 23], [10, 3], [33, 32], [21, 13], [17, 15], [31, 20], [30, 28], [2, 20], [8, 25], [29, 2], [14, 6], [20, 1], [28, 16]]	[[0, 4], [33, 12], [16, 22], [17, 36], [20, 8], [21, 18], [14, 35], [24, 27]]	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]
120	[[8, 14], [9, 7], [24, 2], [14, 2], [6, 0], [2, 8], [0, 7], [0, 1], [13, 12], [2, 0], [36, 30], [26, 12], [6, 11], [25, 30], [2, 13], [4, 3], [34, 2], [29, 24], [10, 2], [34, 32], [20, 13], [17, 14], [31, 19], [30, 27], [3, 20], [7, 25], [29, 1], [14, 7], [19, 1], [27, 16]]	[[0, 5], [33, 11], [16, 21], [17, 36], [20, 7], [21, 18], [14, 36], [24, 26]]	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]
121	[[8, 13], [9, 6], [24, 3], [14, 3], [7, 0], [2, 7], [0, 8], [0, 0], [13, 11], [3, 0], [36, 29], [25, 12], [6, 10], [25, 31], [2, 14], [5, 3], [35, 2], [29, 23], [11, 2], [33, 32], [19, 13], [16, 14], [32, 19], [30, 26], [2, 20], [8, 25], [30, 1], [13, 7], [19, 2], [27, 15]]	[[0, 4], [33, 12], [16, 20], [16, 36], [19, 7], [21, 18], [15, 36], [24, 25]]	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]
122	[[8, 12], [9, 7], [24, 4], [13, 3], [8, 0], [3, 7], [0, 9], [0, 1], [13, 10], [4, 0], [36, 30], [25, 11], [5, 10], [26, 31], [1, 14], [6, 3], [35, 3], [30, 23], [11, 1], [33, 31], [20, 13], [16, 15], [32, 20], [30, 27], [2, 19], [8, 24], [30, 2], [14, 7], [20, 2], [27, 14]]	[[0, 3], [32, 12], [16, 21], [16, 35], [19, 8], [21, 19], [14, 36], [24, 26]]	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]
123	[[7, 12], [9, 6], [23, 4], [14, 3], [9, 0], [3, 8], [0, 8], [0, 0], [14, 10], [5, 0], [37, 30], [25, 10], [4, 10], [25, 31], [1, 13], [5, 3], [35, 4], [30, 24], [12, 1], [34, 31], [21, 13], [17, 15], [32, 19], [30, 27], [1, 19], [9, 24], [30, 1], [13, 7], [20, 1], [27, 15]]	[[0, 2], [32, 13], [16, 20], [17, 35], [19, 7], [21, 19], [14, 37], [23, 26]]	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]
124	[[7, 11], [10, 6], [24, 4], [13, 3], [9, 1], [3, 7], [0, 9], [1, 0], [14, 11], [6, 0], [38, 30], [25, 9], [5, 10], [25, 32], [1, 14], [5, 2], [35, 5], [29, 24], [12, 0], [33, 31], [21, 14], [16, 15], [32, 18], [31, 27], [0, 19], [10, 24], [29, 1], [12, 7], [21, 1], [28, 15]]	[[0, 3], [33, 13], [16, 20], [17, 35], [19, 8], [21, 18], [13, 37], [23, 25]]	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]
125	[[6, 11], [10, 5], [25, 4], [14, 3], [10, 1], [3, 6], [0, 8], [2, 0], [13, 11], [6, 1], [38, 31], [24, 9], [5, 9], [25, 31], [2, 14], [6, 2], [36, 5], [28, 24], [13, 0], [33, 30], [21, 13], [16, 14], [32, 19], [32, 27], [0, 18], [9, 24], [29, 2], [12, 8], [21, 0], [27, 15]]	[[0, 2], [32, 13], [15, 20], [16, 35], [19, 9], [20, 18], [13, 38], [24, 25]]	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]
126	[[6, 11], [9, 5], [25, 3], [15, 3], [10, 2], [2, 6], [0, 9], [3, 0], [13, 10], [7, 1], [38, 32], [25, 9], [5, 8], [24, 31], [2, 13], [5, 2], [35, 5], [27, 24], [14, 0], [34, 30], [22, 13], [15, 14], [31, 19], [32, 28], [0, 19], [9, 25], [29, 1], [12, 7], [21, 1], [27, 15]]	[[0, 3], [32, 13], [14, 20], [15, 35], [18, 9], [20, 19], [13, 37], [23, 25]]	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]
127	[[6, 12], [10, 5], [25, 4], [14, 3], [10, 3], [2, 5], [0, 8], [4, 0], [13, 11], [8, 1], [38, 33], [24, 9], [4, 8], [24, 30], [1, 13], [5, 3], [36, 5], [28, 24], [15, 0], [35, 30], [23, 13], [15, 15], [31, 18], [32, 27], [0, 20], [10, 25], [30, 1], [13, 7], [20, 1], [28, 15]]	[[0, 3], [31, 13], [14, 20], [16, 35], [18, 8], [21, 19], [13, 37], [23, 24]]	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]
128	[[6, 11], [10, 6], [25, 3], [13, 3], [9, 3], [1, 5], [0, 9], [5, 0], [13, 12], [8, 2], [38, 34], [24, 8], [4, 9], [24, 30], [0, 13], [5, 4], [36, 6], [29, 24], [15, 1], [34, 30], [22, 13], [15, 14], [32, 18], [32, 26], [0, 19], [9, 25], [30, 2], [12, 7], [21, 1], [28, 16]]	[[1, 3], [31, 12], [14, 19], [17, 35], [18, 7], [20, 19], [12, 37], [22, 24]]	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]
129	[[6, 12], [9, 6], [24, 3], [13, 2], [9, 4], [1, 6], [0, 8], [6, 0], [12, 12], [8, 1], [39, 34], [24, 7], [4, 8], [23, 30], [0, 12], [5, 5], [37, 6], [28, 24], [16, 1], [34, 31], [22, 12], [15, 13], [32, 17], [32, 27], [0, 18], [9, 26], [29, 2], [13, 7], [22, 1], [28, 17]]	[[2, 3], [32, 12], [14, 19], [16, 35], [17, 7], [19, 19], [13, 37], [21, 24]]	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]
130	[[7, 12], [9, 7], [24, 2], [13, 3], [9, 3], [0, 6], [0, 9], [5, 0], [12, 13], [8, 2], [39, 35], [23, 7], [4, 9], [23, 31], [0, 13], [6, 5], [36, 6], [28, 25], [17, 1], [33, 31], [21, 12], [15, 12], [32, 18], [33, 27], [1, 18], [10, 26], [29, 3], [13, 6], [21, 1], [27, 17]]	[[2, 3], [32, 12], [14, 20], [15, 35], [17, 7], [20, 19], [13, 36], [21, 23]]	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]
131	[[7, 13], [9, 6], [25, 2], [13, 2], [10, 3], [0, 5], [0, 8], [6, 0], [11, 13], [7, 2], [39, 34], [23, 8], [3, 9], [24, 31], [1, 13], [6, 6], [37, 6], [28, 24], [17, 2], [33, 32], [21, 11], [16, 12], [32, 19], [34, 27], [1, 17], [10, 25], [29, 2], [13, 7], [22, 1], [27, 16]]	[[3, 3], [31, 12], [14, 21], [15, 34], [16, 7], [20, 19], [14, 36], [21, 22]]	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]
132	[[6, 13], [9, 7], [26, 2], [13, 1], [10, 2], [0, 4], [0, 9], [5, 0], [11, 12], [8, 2], [38, 34], [22, 8], [4, 9], [24, 30], [1, 12], [5, 6], [37, 7], [29, 24], [18, 2], [34, 32], [21, 12], [16, 11], [31, 19], [34, 28], [2, 17], [10, 25], [29, 1], [12, 7], [22, 2], [27, 16]]	[[3, 4], [31, 11], [13, 21], [15, 33], [16, 7], [19, 19], [13, 36], [22, 22]]	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]
133	[[7, 13], [9, 8], [25, 2], [13, 2], [11, 2], [0, 3], [0, 8], [5, 1], [11, 13], [7, 2], [37, 34], [22, 7], [5, 9], [23, 30], [1, 11], [6, 6], [37, 8], [28, 24], [18, 3], [34, 31], [21, 13], [16, 10], [32, 19], [35, 28], [1, 17], [10, 26], [30, 1], [13, 7], [23, 2], [26, 16]]	[[2, 4], [32, 11], [13, 20], [16, 33], [17, 7], [18, 19], [12, 36], [22, 22]]	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]
134	[[7, 14], [9, 7], [26, 2], [13, 3], [11, 1], [0, 2], [0, 7], [6, 1], [12, 13], [8, 2], [36, 34], [23, 7], [4, 9], [23, 31], [1, 10], [6, 7], [38, 8], [29, 24], [18, 2], [35, 31], [20, 13], [16, 11], [33, 19], [34, 28], [1, 16], [10, 26], [30, 2], [12, 7], [22, 2], [25, 16]]	[[2, 3], [31, 11], [13, 19], [16, 34], [17, 6], [19, 19], [12, 35], [22, 22]]	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]
135	[[6, 14], [9, 8], [27, 2], [12, 3], [11, 0], [0, 1], [0, 6], [6, 2], [12, 12], [9, 2], [36, 35], [22, 7], [3, 9], [23, 30], [0, 10], [5, 7], [38, 9], [30, 24], [19, 2], [35, 32], [19, 13], [16, 12], [33, 20], [33, 28], [2, 16], [10, 25], [31, 2], [13, 7], [22, 3], [24, 16]]	[[2, 4], [30, 11], [12, 19], [16, 35], [17, 5], [20, 19], [12, 36], [22, 23]]	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]
136	[[6, 13], [8, 8], [27, 3], [11, 3], [12, 0], [0, 0], [1, 6], [6, 1], [11, 12], [9, 3], [36, 34], [23, 7], [2, 9], [23, 31], [0, 11], [6, 7], [37, 9], [30, 23], [19, 1], [34, 32], [19, 14], [17, 12], [32, 20], [34, 28], [2, 15], [9, 25], [31, 3], [12, 7], [22, 2], [23, 16]]	[[2, 5], [30, 12], [11, 19], [16, 36], [16, 5], [19, 19], [12, 36], [22, 23]]	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]
137	[[5, 13], [7, 8], [27, 4], [12, 3], [11, 0], [1, 0], [0, 6], [5, 1], [12, 12], [8, 3], [36, 35], [22, 7], [3, 9], [23, 30], [0, 10], [6, 8], [36, 9], [30, 24], [19, 2], [34, 31], [20, 14], [16, 12], [32, 19], [35, 28], [2, 14], [8, 25], [30, 3], [12, 8], [22, 3], [23, 17]]	[[1, 5], [29, 12], [10, 19], [16, 37], [17, 5], [19, 20], [11, 36], [22, 22]]	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]
138	[[6, 13], [8, 8], [27, 5], [12, 4], [12, 0], [2, 0], [0, 7], [6, 1], [12, 13], [9, 3], [35, 35], [22, 8], [4, 9], [24, 30], [1, 10], [6, 7], [35, 9], [29, 24], [18, 2], [34, 32], [20, 13], [17, 12], [31, 19], [34, 28], [2, 13], [8, 26], [29, 3], [12, 9], [23, 3], [23, 16]]	[[1, 6], [30, 12], [11, 19], [16, 38], [17, 4], [20, 20], [10, 36], [22, 21]]	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]
139	[[6, 14], [9, 8], [26, 5], [12, 5], [12, 1], [3, 0], [0, 8], [7, 1], [12, 14], [8, 3], [36, 35], [23, 8], [4, 8], [24, 29], [1, 11], [7, 7], [35, 8], [28, 24], [19, 2], [33, 32], [20, 12], [17, 11], [31, 18], [34, 29], [2, 12], [8, 27], [29, 2], [11, 9], [22, 3], [24, 16]]	[[1, 5], [29, 12], [11, 19], [16, 37], [17, 5], [20, 20], [10, 35], [22, 22]]	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]
140	[[6, 13], [10, 8], [26, 4], [12, 4], [12, 0], [3, 1], [0, 7], [6, 1], [11, 14], [9, 3], [36, 34], [23, 9], [4, 9], [23, 29], [0, 11], [7, 6], [34, 8], [28, 25], [18, 2], [34, 32], [21, 12], [17, 10], [31, 17], [34, 28], [3, 12], [9, 27], [30, 2], [11, 8], [23, 3], [24, 15]]	[[1, 5], [29, 11], [11, 19], [17, 37], [17, 5], [20, 21], [10, 36], [22, 22]]	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]
141	[[7, 13], [9, 8], [26, 3], [12, 3], [11, 0], [3, 2], [0, 6], [7, 1], [12, 14], [10, 3], [36, 33], [24, 9], [4, 8], [22, 29], [0, 10], [7, 7], [35, 8], [29, 25], [17, 2], [33, 32], [21, 11], [17, 9], [32, 17], [33, 28], [2, 12], [8, 27], [30, 3], [12, 8], [23, 4], [23, 15]]	[[1, 4], [30, 11], [10, 19], [17, 36], [17, 6], [21, 21], [10, 36], [22, 21]]	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]
142	[[7, 14], [9, 9], [27, 3], [12, 2], [11, 1], [3, 1], [0, 5], [7, 2], [13, 14], [9, 3], [36, 34], [25, 9], [4, 9], [21, 29], [0, 9], [7, 6], [35, 7], [28, 25], [18, 2], [33, 33], [20, 11], [17, 8], [33, 17], [33, 27], [2, 13], [7, 27], [30, 2], [11, 8], [22, 4], [23, 14]]	[[1, 3], [30, 10], [11, 19], [17, 37], [16, 6], [22, 21], [9, 36], [22, 22]]	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]
143	[[6, 14], [9, 8], [27, 2], [13, 2], [10, 1], [3, 0], [1, 5], [7, 1], [13, 13], [8, 3], [36, 35], [24, 9], [3, 9], [22, 29], [0, 8], [7, 7], [35, 8], [27, 25], [18, 1], [33, 33], [19, 11], [18, 8], [32, 17], [32, 27], [2, 14], [7, 26], [29, 2], [12, 8], [23, 4], [23, 13]]	[[1, 3], [29, 10], [12, 19], [16, 37], [16, 5], [23, 21], [10, 36], [22, 22]]	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]
144	[[5, 14], [9, 9], [26, 2], [13, 3], [11, 1], [4, 0], [1, 6], [7, 2], [13, 14], [8, 4], [37, 35], [23, 9], [3, 8], [21, 29], [0, 9], [7, 6], [35, 9], [26, 25], [19, 1], [32, 33], [18, 11], [18, 7], [31, 17], [31, 27], [2, 15], [6, 26], [30, 2], [12, 7], [22, 4], [24, 13]]	[[2, 3], [28, 10], [13, 19], [16, 37], [17, 5], [23, 20], [10, 36], [22, 21]]	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]
145	[[6, 14], [9, 10], [26, 3], [13, 2], [11, 2], [5, 0], [1, 7], [8, 2], [13, 14], [9, 4], [37, 36], [22, 9], [3, 7], [22, 29], [0, 10], [7, 7], [34, 9], [25, 25], [20, 1], [31, 33], [17, 11], [18, 8], [31, 18], [31, 28], [1, 15], [6, 25], [31, 2], [12, 6], [22, 5], [24, 14]]	[[2, 4], [28, 11], [13, 18], [16, 38], [18, 5], [24, 20], [9, 36], [23, 21]]	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]
146	[[6, 13], [9, 11], [26, 2], [14, 2], [11, 1], [5, 1], [0, 7], [7, 2], [13, 13], [8, 4], [36, 36], [23, 9], [4, 7], [23, 29], [1, 10], [7, 8], [35, 9], [25, 26], [21, 1], [31, 34], [18, 11], [18, 8], [31, 19], [32, 28], [1, 14], [5, 25], [32, 2], [12, 7], [23, 5], [23, 14]]	[[2, 5], [27, 11], [12, 18], [16, 39], [19, 5], [24, 19], [9, 35], [23, 22]]	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]
147	[[6, 14], [9, 10], [27, 2], [15, 2], [11, 2], [5, 0], [0, 6], [8, 2], [14, 13], [9, 4], [35, 36], [23, 8], [4, 6], [22, 29], [1, 11], [8, 8], [35, 8], [24, 26], [22, 1], [31, 35], [18, 12], [18, 9], [31, 18], [33, 28], [2, 14], [5, 26], [31, 2], [12, 6], [23, 4], [23, 15]]	[[3, 5], [27, 12], [12, 18], [17, 39], [20, 5], [24, 20], [9, 36], [23, 22]]	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]
148	[[6, 14], [9, 11], [28, 2], [15, 1], [10, 2], [5, 1], [0, 5], [9, 2], [14, 12], [9, 5], [35, 37], [24, 8], [5, 6], [21, 29], [1, 10], [8, 9], [34, 8], [25, 26], [23, 1], [31, 34], [18, 13], [18, 8], [31, 17], [33, 29], [2, 14], [5, 27], [32, 2], [12, 7], [24, 4], [22, 15]]	[[4, 5], [26, 12], [12, 17], [18, 39], [20, 6], [24, 19], [8, 36], [23, 22]]	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]
149	[[6, 13], [10, 11], [29, 2], [16, 1], [11, 2], [5, 0], [0, 4], [9, 1], [15, 12], [9, 6], [34, 37], [24, 9], [6, 6], [21, 28], [0, 10], [7, 9], [34, 9], [25, 25], [23, 0], [30, 34], [19, 13], [17, 8], [31, 18], [33, 30], [2, 15], [5, 26], [32, 3], [12, 8], [25, 4], [23, 15]]	[[4, 5], [27, 12], [13, 17], [17, 39], [20, 5], [24, 19], [8, 36], [24, 22]]	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]
