timesteps	evaders	pursuers	evader_capture_status
255	[[17, 5], [0, 1], [10, 2], [26, 2], [6, 8], [37, 4], [11, 9], [33, 18], [12, 13], [13, 24], [36, 11], [2, 1], [33, 29], [14, 31], [3, 7], [0, 8], [37, 29], [24, 38], [5, 1], [23, 6], [21, 6], [0, 1], [0, 2], [0, 8], [0, 7], [0, 13], [38, 39], [20, 14], [24, 19], [29, 13]]	[[35, 11], [2, 2], [26, 15], [23, 6], [1, 10], [36, 3], [30, 29], [13, 31]]	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]
256	[[16, 5], [0, 0], [9, 2], [26, 1], [6, 7], [37, 5], [10, 9], [32, 18], [12, 14], [13, 24], [36, 12], [3, 1], [34, 29], [14, 32], [3, 6], [0, 7], [38, 29], [24, 38], [5, 1], [23, 6], [21, 6], [0, 1], [0, 2], [0, 8], [0, 7], [0, 13], [38, 39], [20, 14], [24, 19], [29, 13]]	[[36, 11], [1, 2], [26, 16], [23, 6], [1, 9], [36, 4], [31, 29], [14, 31]]	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]
257	[[17, 5], [0, 1], [8, 2], [27, 1], [7, 7], [38, 5], [9, 9], [32, 19], [12, 15], [13, 25], [35, 12], [4, 1], [34, 30], [14, 33], [4, 6], [0, 6], [38, 30], [24, 38], [5, 1], [23, 6], [21, 6], [0, 1], [0, 2], [0, 8], [0, 7], [0, 13], [38, 39], [20, 14], [24, 19], [29, 13]]	[[36, 12], [2, 2], [26, 17], [24, 6], [2, 9], [36, 5], [32, 29], [14, 32]]	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]
258	[[17, 6], [0, 0], [7, 2], [27, 2], [8, 7], [38, 6], [10, 9], [31, 19], [12, 14], [14, 25], [34, 12], [5, 1], [35, 30], [14, 34], [5, 6], [0, 5], [38, 31], [24, 38], [5, 1], [23, 6], [21, 6], [0, 1], [0, 2], [0, 8], [0, 7], [0, 13], [38, 39], [20, 14], [24, 19], [29, 13]]	[[35, 12], [3, 2], [26, 18], [25, 6], [2, 8], [37, 5], [33, 29], [14, 33]]	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]
259	[[17, 6], [1, 0], [8, 2], [28, 2], [9, 7], [38, 7], [9, 9], [31, 18], [12, 15], [14, 26], [33, 12], [6, 1], [36, 30], [14, 35], [5, 7], [0, 6], [38, 32], [24, 38], [5, 1], [23, 6], [21, 6], [0, 1], [0, 2], [0, 8], [0, 7], [0, 13], [38, 39], [20, 14], [24, 19], [29, 13]]	[[34, 12], [4, 2], [27, 18], [25, 5], [2, 7], [37, 6], [34, 29], [14, 34]]	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]
260	[[17, 5], [2, 0], [9, 2], [29, 2], [10, 7], [38, 8], [9, 10], [32, 18], [12, 15], [14, 25], [32, 12], [7, 1], [35, 30], [14, 36], [6, 7], [0, 5], [38, 33], [24, 38], [5, 1], [23, 6], [21, 6], [0, 1], [0, 2], [0, 8], [0, 7], [0, 13], [38, 39], [20, 14], [24, 19], [29, 13]]	[[33, 12], [5, 2], [28, 18], [26, 5], [1, 7], [37, 7], [35, 29], [14, 35]]	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]
261	[[16, 5], [1, 0], [10, 2], [30, 2], [11, 7], [38, 9], [9, 11], [33, 18], [12, 14], [15, 25], [31, 12], [8, 1], [34, 30], [14, 37], [6, 8], [0, 4], [38, 34], [24, 38], [5, 1], [23, 6], [21, 6], [0, 1], [0, 2], [0, 8], [0, 7], [0, 13], [38, 39], [20, 14], [24, 19], [29, 13]]	[[32, 12], [6, 2], [29, 18], [27, 5], [1, 6], [37, 8], [35, 30], [14, 36]]	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]
262	[[16, 4], [2, 0], [11, 2], [31, 2], [12, 7], [39, 9], [9, 12], [34, 18], [13, 14], [15, 24], [30, 12], [9, 1], [33, 30], [13, 37], [7, 8], [0, 3], [39, 34], [24, 38], [5, 1], [23, 6], [21, 6], [0, 1], [0, 2], [0, 8], [0, 7], [0, 13], [38, 39], [20, 14], [24, 19], [29, 13]]	[[31, 12], [7, 2], [30, 18], [28, 5], [1, 5], [38, 8], [34, 30], [14, 37]]	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]
263	[[16, 3], [3, 0], [12, 2], [32, 2], [13, 7], [39, 10], [9, 13], [35, 18], [13, 14], [16, 24], [29, 12], [10, 1], [33, 29], [12, 37], [6, 8], [0, 2], [38, 34], [24, 38], [5, 1], [23, 6], [21, 6], [0, 1], [0, 2], [0, 8], [0, 7], [0, 13], [38, 39], [20, 14], [24, 19], [29, 13]]	[[30, 12], [8, 2], [31, 18], [29, 5], [1, 4], [38, 9], [33, 30], [13, 37]]	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]
264	[[15, 3], [2, 0], [13, 2], [33, 2], [14, 7], [39, 11], [9, 12], [35, 17], [13, 13], [16, 25], [28, 12], [11, 1], [33, 28], [11, 37], [6, 7], [0, 1], [38, 35], [24, 38], [5, 1], [23, 6], [21, 6], [0, 1], [0, 2], [0, 8], [0, 7], [0, 13], [38, 39], [20, 14], [24, 19], [29, 13]]	[[29, 12], [9, 2], [32, 18], [30, 5], [1, 3], [38, 10], [32, 30], [12, 37]]	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]
265	[[15, 2], [3, 0], [14, 2], [34, 2], [13, 7], [39, 12], [10, 12], [36, 17], [14, 13], [15, 25], [27, 12], [12, 1], [33, 27], [11, 36], [7, 7], [0, 0], [38, 34], [24, 38], [5, 1], [23, 6], [21, 6], [0, 1], [0, 2], [0, 8], [0, 7], [0, 13], [38, 39], [20, 14], [24, 19], [29, 13]]	[[28, 12], [9, 3], [32, 17], [30, 4], [1, 2], [38, 11], [32, 29], [11, 37]]	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]
266	[[16, 2], [4, 0], [14, 1], [35, 2], [14, 7], [39, 13], [9, 12], [37, 17], [13, 13], [14, 25], [26, 12], [11, 1], [33, 26], [11, 35], [6, 7], [0, 1], [37, 34], [24, 38], [5, 1], [23, 6], [21, 6], [0, 1], [0, 2], [0, 8], [0, 7], [0, 13], [38, 39], [20, 14], [24, 19], [29, 13]]	[[27, 12], [10, 3], [33, 17], [31, 4], [2, 2], [38, 12], [32, 28], [11, 36]]	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]
267	[[17, 2], [5, 0], [14, 0], [36, 2], [14, 6], [39, 14], [9, 13], [37, 18], [14, 13], [14, 24], [26, 11], [11, 2], [33, 25], [11, 34], [7, 7], [0, 2], [36, 34], [24, 38], [5, 1], [23, 6], [21, 6], [0, 1], [0, 2], [0, 8], [0, 7], [0, 13], [38, 39], [20, 14], [24, 19], [29, 13]]	[[26, 12], [11, 3], [33, 18], [31, 5], [3, 2], [38, 13], [32, 27], [11, 35]]	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]
268	[[16, 2], [6, 0], [13, 0], [36, 3], [14, 7], [39, 15], [8, 13], [37, 19], [14, 13], [15, 24], [25, 11], [11, 1], [33, 24], [11, 33], [7, 8], [0, 1], [37, 34], [24, 38], [5, 1], [23, 6], [21, 6], [0, 1], [0, 2], [0, 8], [0, 7], [0, 13], [38, 39], [20, 14], [24, 19], [29, 13]]	[[26, 11], [12, 3], [34, 18], [32, 5], [3, 3], [38, 14], [32, 26], [11, 34]]	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]
269	[[17, 2], [7, 0], [14, 0], [36, 4], [15, 7], [39, 16], [8, 14], [38, 19], [15, 13], [16, 24], [24, 11], [10, 1], [33, 23], [10, 33], [7, 9], [0, 0], [36, 34], [24, 38], [5, 1], [23, 6], [21, 6], [0, 1], [0, 2], [0, 8], [0, 7], [0, 13], [38, 39], [20, 14], [24, 19], [29, 13]]	[[25, 11], [13, 3], [34, 19], [33, 5], [4, 3], [38, 15], [32, 25], [11, 33]]	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]
270	[[17, 3], [8, 0], [15, 0], [37, 4], [16, 7], [39, 17], [8, 15], [38, 20], [14, 13], [16, 25], [23, 11], [11, 1], [33, 22], [9, 33], [6, 9], [1, 0], [36, 33], [24, 38], [5, 1], [23, 6], [21, 6], [0, 1], [0, 2], [0, 8], [0, 7], [0, 13], [38, 39], [20, 14], [24, 19], [29, 13]]	[[24, 11], [14, 3], [34, 20], [34, 5], [5, 3], [38, 16], [32, 24], [10, 33]]	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]
271	[[17, 4], [8, 1], [15, 1], [38, 4], [16, 8], [39, 18], [8, 14], [37, 20], [15, 13], [15, 25], [23, 10], [11, 2], [32, 22], [8, 33], [5, 9], [1, 1], [36, 34], [24, 38], [5, 1], [23, 6], [21, 6], [0, 1], [0, 2], [0, 8], [0, 7], [0, 13], [38, 39], [20, 14], [24, 19], [29, 13]]	[[23, 11], [15, 3], [35, 20], [35, 5], [5, 2], [38, 17], [32, 23], [9, 33]]	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]
272	[[17, 5], [8, 2], [15, 0], [39, 4], [15, 8], [39, 19], [8, 13], [37, 21], [15, 12], [16, 25], [22, 10], [10, 2], [31, 22], [7, 33], [5, 10], [0, 1], [36, 33], [24, 38], [5, 1], [23, 6], [21, 6], [0, 1], [0, 2], [0, 8], [0, 7], [0, 13], [38, 39], [20, 14], [24, 19], [29, 13]]	[[23, 10], [16, 3], [36, 20], [36, 5], [6, 2], [38, 18], [32, 22], [8, 33]]	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]
273	[[18, 5], [8, 3], [16, 0], [39, 5], [15, 9], [39, 20], [9, 13], [37, 22], [15, 13], [16, 26], [21, 10], [11, 2], [30, 22], [6, 33], [4, 10], [1, 1], [36, 34], [24, 38], [5, 1], [23, 6], [21, 6], [0, 1], [0, 2], [0, 8], [0, 7], [0, 13], [38, 39], [20, 14], [24, 19], [29, 13]]	[[22, 10], [16, 4], [36, 21], [37, 5], [7, 2], [38, 19], [31, 22], [7, 33]]	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]
274	[[18, 6], [9, 3], [17, 0], [39, 6], [14, 9], [39, 21], [8, 13], [37, 23], [14, 13], [16, 25], [20, 10], [12, 2], [29, 22], [5, 33], [4, 9], [2, 1], [36, 35], [24, 38], [5, 1], [23, 6], [21, 6], [0, 1], [0, 2], [0, 8], [0, 7], [0, 13], [38, 39], [20, 14], [24, 19], [29, 13]]	[[21, 10], [17, 4], [37, 21], [38, 5], [8, 2], [38, 20], [30, 22], [6, 33]]	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]
275	[[17, 6], [9, 4], [18, 0], [39, 7], [15, 9], [39, 22], [8, 14], [37, 24], [15, 13], [16, 26], [20, 11], [12, 1], [29, 21], [4, 33], [3, 9], [1, 1], [36, 34], [24, 38], [5, 1], [23, 6], [21, 6], [0, 1], [0, 2], [0, 8], [0, 7], [0, 13], [38, 39], [20, 14], [24, 19], [29, 13]]	[[20, 10], [17, 5], [37, 22], [38, 6], [9, 2], [38, 21], [29, 22], [5, 33]]	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]
276	[[17, 5], [9, 5], [19, 0], [39, 8], [14, 9], [39, 23], [9, 14], [37, 25], [15, 14], [15, 26], [20, 12], [13, 1], [29, 20], [3, 33], [2, 9], [2, 1], [35, 34], [24, 38], [5, 1], [23, 6], [21, 6], [0, 1], [0, 2], [0, 8], [0, 7], [0, 13], [38, 39], [20, 14], [24, 19], [29, 13]]	[[20, 11], [17, 6], [37, 23], [38, 7], [9, 3], [38, 22], [28, 22], [4, 33]]	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]
277	[[17, 4], [9, 6], [20, 0], [39, 9], [13, 9], [39, 24], [8, 14], [37, 26], [15, 15], [15, 25], [19, 12], [14, 1], [30, 20], [2, 33], [2, 8], [3, 1], [34, 34], [24, 38], [5, 1], [23, 6], [21, 6], [0, 1], [0, 2], [0, 8], [0, 7], [0, 13], [38, 39], [20, 14], [24, 19], [29, 13]]	[[20, 12], [17, 5], [37, 24], [38, 8], [9, 4], [39, 22], [28, 21], [3, 33]]	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]
278	[[16, 4], [8, 6], [21, 0], [39, 10], [13, 10], [39, 25], [7, 14], [37, 27], [14, 15], [16, 25], [18, 12], [15, 1], [30, 21], [1, 33], [3, 8], [3, 2], [34, 35], [24, 38], [5, 1], [23, 6], [21, 6], [0, 1], [0, 2], [0, 8], [0, 7], [0, 13], [38, 39], [20, 14], [24, 19], [29, 13]]	[[19, 12], [17, 4], [37, 25], [38, 9], [9, 5], [39, 23], [29, 21], [2, 33]]	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]
279	[[15, 4], [7, 6], [21, 1], [39, 11], [12, 10], [39, 26], [8, 14], [37, 28], [14, 16], [16, 24], [17, 12], [14, 1], [31, 21], [1, 32], [2, 8], [3, 3], [34, 34], [24, 38], [5, 1], [23, 6], [21, 6], [0, 1], [0, 2], [0, 8], [0, 7], [0, 13], [38, 39], [20, 14], [24, 19], [29, 13]]	[[18, 12], [16, 4], [37, 26], [38, 10], [8, 5], [39, 24], [30, 21], [1, 33]]	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]
280	[[14, 4], [6, 6], [21, 2], [39, 12], [13, 10], [39, 27], [8, 14], [37, 29], [14, 15], [17, 24], [16, 12], [14, 0], [32, 21], [1, 31], [1, 8], [2, 3], [34, 35], [24, 38], [5, 1], [23, 6], [21, 6], [0, 1], [0, 2], [0, 8], [0, 7], [0, 13], [38, 39], [20, 14], [24, 19], [29, 13]]	[[17, 12], [15, 4], [37, 27], [38, 11], [7, 5], [39, 25], [31, 21], [1, 32]]	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]
281	[[13, 4], [6, 7], [22, 2], [39, 13], [12, 10], [39, 28], [8, 15], [37, 30], [14, 14], [18, 24], [15, 12], [15, 0], [33, 21], [1, 30], [0, 8], [1, 3], [34, 34], [24, 38], [5, 1], [23, 6], [21, 6], [0, 1], [0, 2], [0, 8], [0, 7], [0, 13], [38, 39], [20, 14], [24, 19], [29, 13]]	[[16, 12], [14, 4], [37, 28], [38, 12], [6, 5], [39, 26], [32, 21], [1, 31]]	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]
282	[[12, 4], [7, 7], [22, 1], [39, 14], [12, 9], [39, 29], [9, 15], [37, 31], [14, 15], [18, 25], [14, 12], [15, 1], [33, 22], [1, 29], [0, 7], [1, 2], [34, 33], [24, 38], [5, 1], [23, 6], [21, 6], [0, 1], [0, 2], [0, 8], [0, 7], [0, 13], [38, 39], [20, 14], [24, 19], [29, 13]]	[[15, 12], [13, 4], [37, 29], [38, 13], [6, 6], [39, 27], [33, 21], [1, 30]]	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]
283	[[11, 4], [7, 8], [22, 2], [39, 15], [11, 9], [39, 30], [8, 15], [37, 32], [14, 16], [18, 25], [15, 12], [16, 1], [32, 22], [1, 28], [0, 6], [2, 2], [33, 33], [24, 38], [5, 1], [23, 6], [21, 6], [0, 1], [0, 2], [0, 8], [0, 7], [0, 13], [38, 39], [20, 14], [24, 19], [29, 13]]	[[14, 12], [12, 4], [37, 30], [38, 14], [6, 7], [39, 28], [33, 22], [1, 29]]	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]
284	[[10, 4], [7, 9], [23, 2], [39, 16], [11, 10], [39, 31], [8, 14], [37, 33], [13, 16], [19, 25], [16, 12], [16, 2], [32, 21], [1, 27], [1, 6], [1, 2], [32, 33], [24, 38], [5, 1], [23, 6], [21, 6], [0, 1], [0, 2], [0, 8], [0, 7], [0, 13], [38, 39], [20, 14], [24, 19], [29, 13]]	[[15, 12], [11, 4], [37, 31], [38, 15], [7, 7], [39, 29], [32, 22], [1, 28]]	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]
285	[[10, 3], [7, 10], [24, 2], [39, 17], [10, 10], [39, 32], [8, 15], [36, 33], [12, 16], [19, 26], [17, 12], [17, 2], [31, 21], [1, 26], [2, 6], [0, 2], [31, 33], [24, 38], [5, 1], [23, 6], [21, 6], [0, 1], [0, 2], [0, 8], [0, 7], [0, 13], [38, 39], [20, 14], [24, 19], [29, 13]]	[[16, 12], [10, 4], [37, 32], [38, 16], [8, 7], [39, 30], [32, 21], [1, 27]]	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]
286	[[10, 2], [8, 10], [24, 3], [39, 18], [10, 9], [39, 33], [7, 15], [35, 33], [13, 16], [19, 27], [18, 12], [17, 3], [30, 21], [1, 25], [3, 6], [0, 1], [32, 33], [24, 38], [5, 1], [23, 6], [21, 6], [0, 1], [0, 2], [0, 8], [0, 7], [0, 13], [38, 39], [20, 14], [24, 19], [29, 13]]	[[17, 12], [10, 3], [37, 33], [38, 17], [8, 8], [38, 30], [31, 21], [1, 26]]	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]
287	[[10, 1], [8, 11], [23, 3], [39, 19], [11, 9], [39, 34], [8, 15], [34, 33], [12, 16], [19, 27], [16, 3], [29, 21], [1, 24], [2, 6], [1, 1], [31, 33], [24, 38], [5, 1], [23, 6], [21, 6], [0, 1], [0, 2], [0, 8], [0, 7], [0, 13], [38, 39], [20, 14], [24, 19], [29, 13], [18, 12]]	[[18, 12], [10, 2], [36, 33], [38, 18], [8, 9], [37, 30], [30, 21], [1, 25]]	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]
288	[[9, 1], [8, 12], [22, 3], [39, 20], [12, 9], [39, 35], [8, 16], [33, 33], [12, 15], [20, 27], [15, 3], [28, 21], [1, 23], [1, 6], [2, 1], [30, 33], [24, 38], [5, 1], [23, 6], [21, 6], [0, 1], [0, 2], [0, 8], [0, 7], [0, 13], [38, 39], [20, 14], [24, 19], [29, 13], [18, 12]]	[[19, 12], [10, 1], [35, 33], [38, 19], [8, 10], [37, 31], [29, 21], [1, 24]]	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]
289	[[8, 1], [9, 12], [21, 3], [39, 21], [12, 10], [39, 36], [8, 16], [32, 33], [13, 15], [19, 27], [16, 3], [27, 21], [1, 22], [1, 5], [2, 2], [30, 34], [24, 38], [5, 1], [23, 6], [21, 6], [0, 1], [0, 2], [0, 8], [0, 7], [0, 13], [38, 39], [20, 14], [24, 19], [29, 13], [18, 12]]	[[19, 13], [9, 1], [34, 33], [38, 20], [8, 11], [37, 32], [28, 21], [1, 23]]	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]
290	[[7, 1], [9, 12], [20, 3], [39, 22], [13, 10], [39, 37], [7, 16], [31, 33], [13, 16], [20, 27], [15, 3], [26, 21], [1, 21], [1, 6], [2, 3], [29, 34], [24, 38], [5, 1], [23, 6], [21, 6], [0, 1], [0, 2], [0, 8], [0, 7], [0, 13], [38, 39], [20, 14], [24, 19], [29, 13], [18, 12]]	[[18, 13], [8, 1], [33, 33], [38, 21], [9, 11], [38, 32], [27, 21], [1, 22]]	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]
291	[[6, 1], [9, 13], [19, 3], [39, 23], [13, 9], [38, 37], [7, 17], [31, 32], [14, 16], [21, 27], [15, 2], [25, 21], [1, 20], [1, 7], [2, 2], [28, 34], [24, 38], [5, 1], [23, 6], [21, 6], [0, 1], [0, 2], [0, 8], [0, 7], [0, 13], [38, 39], [20, 14], [24, 19], [29, 13], [18, 12]]	[[17, 13], [7, 1], [32, 33], [38, 22], [9, 12], [38, 33], [26, 21], [1, 21]]	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]
292	[[5, 1], [8, 13], [19, 2], [39, 24], [13, 8], [37, 37], [8, 17], [30, 32], [14, 17], [21, 28], [14, 2], [24, 21], [1, 19], [2, 7], [2, 1], [28, 33], [24, 38], [5, 1], [23, 6], [21, 6], [0, 1], [0, 2], [0, 8], [0, 7], [0, 13], [38, 39], [20, 14], [24, 19], [29, 13], [18, 12]]	[[16, 13], [6, 1], [31, 33], [38, 23], [9, 13], [38, 34], [25, 21], [1, 20]]	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]
293	[[5, 2], [8, 12], [20, 2], [39, 25], [12, 8], [36, 37], [8, 18], [30, 31], [14, 18], [21, 29], [14, 3], [24, 20], [1, 18], [2, 6], [2, 2], [27, 33], [24, 38], [5, 1], [23, 6], [21, 6], [0, 1], [0, 2], [0, 8], [0, 7], [0, 13], [38, 39], [20, 14], [24, 19], [29, 13], [18, 12]]	[[17, 13], [5, 1], [30, 33], [38, 24], [8, 13], [37, 34], [24, 21], [1, 19]]	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]
294	[[5, 3], [7, 12], [19, 2], [39, 26], [11, 8], [35, 37], [8, 19], [30, 30], [15, 18], [21, 30], [14, 2], [24, 21], [1, 17], [2, 7], [1, 2], [26, 33], [24, 38], [5, 1], [23, 6], [21, 6], [0, 1], [0, 2], [0, 8], [0, 7], [0, 13], [38, 39], [20, 14], [24, 19], [29, 13], [18, 12]]	[[17, 12], [5, 2], [29, 33], [38, 25], [8, 12], [37, 35], [24, 20], [1, 18]]	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]
295	[[5, 4], [6, 12], [20, 2], [39, 27], [11, 7], [34, 37], [8, 18], [30, 29], [14, 18], [20, 30], [15, 2], [25, 21], [1, 16], [1, 7], [0, 2], [25, 33], [24, 38], [5, 1], [23, 6], [21, 6], [0, 1], [0, 2], [0, 8], [0, 7], [0, 13], [38, 39], [20, 14], [24, 19], [29, 13], [18, 12]]	[[17, 13], [5, 3], [29, 32], [38, 26], [7, 12], [36, 35], [24, 21], [1, 17]]	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]
296	[[4, 4], [5, 12], [21, 2], [39, 28], [10, 7], [33, 37], [8, 19], [31, 29], [15, 18], [20, 30], [14, 2], [24, 21], [0, 16], [0, 7], [0, 1], [24, 33], [24, 38], [5, 1], [23, 6], [21, 6], [0, 1], [0, 2], [0, 8], [0, 7], [0, 13], [38, 39], [20, 14], [24, 19], [29, 13], [18, 12]]	[[17, 14], [5, 4], [28, 32], [38, 27], [6, 12], [35, 35], [25, 21], [1, 16]]	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]
