timesteps	evaders	pursuers
92	[[3, 13], [20, 23], [7, 10], [39, 0], [0, 39], [6, 11], [23, 39], [24, 39], [25, 11], [0, 21]]	[[34, 4], [20, 31], [27, 4], [24, 11], [6, 10], [39, 1], [23, 38], [7, 23], [1, 21], [25, 10], [7, 9], [26, 11], [20, 24], [38, 0], [28, 12], [24, 38], [5, 11], [2, 39], [18, 7], [12, 17], [1, 39], [19, 23], [6, 12], [8, 10], [7, 11], [8, 29], [31, 31], [6, 16], [26, 39], [0, 38], [33, 37], [20, 22], [0, 20], [25, 12], [22, 39], [25, 39], [0, 22], [21, 23], [23, 36], [33, 23]]
93	[[3, 12], [20, 23], [7, 10], [39, 0], [0, 39], [6, 11], [23, 39], [24, 39], [25, 11], [0, 21]]	[[35, 4], [20, 30], [28, 4], [24, 11], [6, 10], [39, 1], [23, 38], [7, 22], [1, 21], [25, 10], [7, 9], [26, 11], [20, 24], [38, 0], [28, 11], [24, 38], [5, 11], [2, 39], [18, 6], [12, 16], [1, 39], [19, 23], [6, 12], [8, 10], [7, 11], [8, 28], [31, 30], [6, 15], [26, 39], [0, 38], [32, 37], [20, 22], [0, 20], [25, 12], [22, 39], [25, 39], [0, 22], [21, 23], [22, 36], [33, 22]]
94	[[3, 11], [20, 23], [7, 10], [39, 0], [0, 39], [6, 11], [23, 39], [24, 39], [25, 11], [0, 21]]	[[36, 4], [20, 29], [29, 4], [24, 11], [6, 10], [39, 1], [23, 38], [7, 21], [1, 21], [25, 10], [7, 9], [26, 11], [20, 24], [38, 0], [28, 10], [24, 38], [5, 11], [2, 39], [18, 5], [13, 16], [1, 39], [19, 23], [6, 12], [8, 10], [7, 11], [8, 27], [31, 29], [6, 14], [26, 38], [0, 38], [31, 37], [20, 22], [0, 20], [25, 12], [22, 39], [25, 39], [0, 22], [21, 23], [21, 36], [33, 21]]
95	[[2, 11], [20, 23], [7, 10], [39, 0], [0, 39], [6, 11], [23, 39], [24, 39], [25, 11], [0, 21]]	[[37, 4], [21, 29], [30, 4], [24, 11], [6, 10], [39, 1], [23, 38], [7, 20], [1, 21], [25, 10], [7, 9], [26, 11], [20, 24], [38, 0], [28, 9], [24, 38], [5, 11], [2, 39], [18, 4], [13, 15], [1, 39], [19, 23], [6, 12], [8, 10], [7, 11], [8, 26], [31, 28], [5, 14], [25, 38], [0, 38], [31, 36], [20, 22], [0, 20], [25, 12], [22, 39], [25, 39], [0, 22], [21, 23], [20, 36], [33, 20]]
96	[[3, 11], [20, 23], [7, 10], [39, 0], [0, 39], [6, 11], [23, 39], [24, 39], [25, 11], [0, 21]]	[[38, 4], [22, 29], [31, 4], [24, 11], [6, 10], [39, 1], [23, 38], [7, 19], [1, 21], [25, 10], [7, 9], [26, 11], [20, 24], [38, 0], [29, 9], [24, 38], [5, 11], [2, 39], [19, 4], [14, 15], [1, 39], [19, 23], [6, 12], [8, 10], [7, 11], [8, 25], [31, 27], [5, 13], [25, 37], [0, 38], [30, 36], [20, 22], [0, 20], [25, 12], [22, 39], [25, 39], [0, 22], [21, 23], [19, 36], [33, 19]]
97	[[3, 10], [20, 23], [7, 10], [39, 0], [0, 39], [6, 11], [23, 39], [24, 39], [25, 11], [0, 21]]	[[39, 4], [23, 29], [32, 4], [24, 11], [6, 10], [39, 1], [23, 38], [7, 18], [1, 21], [25, 10], [7, 9], [26, 11], [20, 24], [38, 0], [30, 9], [24, 38], [5, 11], [2, 39], [20, 4], [14, 14], [1, 39], [19, 23], [6, 12], [8, 10], [7, 11], [8, 24], [31, 26], [4, 13], [24, 37], [0, 38], [30, 35], [20, 22], [0, 20], [25, 12], [22, 39], [25, 39], [0, 22], [21, 23], [18, 36], [33, 18]]
98	[[4, 10], [20, 23], [7, 10], [39, 0], [0, 39], [6, 11], [23, 39], [24, 39], [25, 11], [0, 21]]	[[39, 5], [24, 29], [33, 4], [24, 11], [6, 10], [39, 1], [23, 38], [8, 18], [1, 21], [25, 10], [7, 9], [26, 11], [20, 24], [38, 0], [31, 9], [24, 38], [5, 11], [2, 39], [21, 4], [14, 13], [1, 39], [19, 23], [6, 12], [8, 10], [7, 11], [8, 23], [31, 25], [4, 12], [23, 37], [0, 38], [29, 35], [20, 22], [0, 20], [25, 12], [22, 39], [25, 39], [0, 22], [21, 23], [17, 36], [33, 17]]
99	[[4, 11], [20, 23], [7, 10], [39, 0], [0, 39], [6, 11], [23, 39], [24, 39], [25, 11], [0, 21]]	[[39, 6], [25, 29], [34, 4], [24, 11], [6, 10], [39, 1], [23, 38], [8, 17], [1, 21], [25, 10], [7, 9], [26, 11], [20, 24], [38, 0], [32, 9], [24, 38], [5, 11], [2, 39], [22, 4], [14, 12], [1, 39], [19, 23], [6, 12], [8, 10], [7, 11], [9, 23], [31, 24], [4, 12], [22, 37], [0, 38], [28, 35], [20, 22], [0, 20], [25, 12], [22, 39], [25, 39], [0, 22], [21, 23], [16, 36], [33, 16]]
100	[[3, 11], [20, 23], [7, 10], [39, 0], [0, 39], [6, 11], [23, 39], [24, 39], [25, 11], [0, 21]]	[[39, 7], [26, 29], [35, 4], [24, 11], [6, 10], [39, 1], [23, 38], [9, 17], [1, 21], [25, 10], [7, 9], [26, 11], [20, 24], [38, 0], [33, 9], [24, 38], [5, 11], [2, 39], [23, 4], [14, 11], [1, 39], [19, 23], [6, 12], [8, 10], [7, 11], [9, 22], [31, 23], [4, 11], [21, 37], [0, 38], [27, 35], [20, 22], [0, 20], [25, 12], [22, 39], [25, 39], [0, 22], [21, 23], [15, 36], [33, 15]]
101	[[3, 10], [20, 23], [7, 10], [39, 0], [0, 39], [6, 11], [23, 39], [24, 39], [25, 11], [0, 21]]	[[39, 8], [26, 28], [36, 4], [24, 11], [6, 10], [39, 1], [23, 38], [10, 17], [1, 21], [25, 10], [7, 9], [26, 11], [20, 24], [38, 0], [34, 9], [24, 38], [5, 11], [2, 39], [24, 4], [14, 10], [1, 39], [19, 23], [6, 12], [8, 10], [7, 11], [10, 22], [31, 22], [3, 11], [20, 37], [0, 38], [26, 35], [20, 22], [0, 20], [25, 12], [22, 39], [25, 39], [0, 22], [21, 23], [14, 36], [33, 14]]
102	[[2, 10], [20, 23], [7, 10], [39, 0], [0, 39], [6, 11], [23, 39], [24, 39], [25, 11], [0, 21]]	[[39, 9], [27, 28], [37, 4], [24, 11], [6, 10], [39, 1], [23, 38], [11, 17], [1, 21], [25, 10], [7, 9], [26, 11], [20, 24], [38, 0], [34, 10], [24, 38], [5, 11], [2, 39], [25, 4], [14, 9], [1, 39], [19, 23], [6, 12], [8, 10], [7, 11], [11, 22], [31, 21], [3, 10], [19, 37], [0, 38], [25, 35], [20, 22], [0, 20], [25, 12], [22, 39], [25, 39], [0, 22], [21, 23], [13, 36], [34, 14]]
103	[[2, 9], [20, 23], [7, 10], [39, 0], [0, 39], [6, 11], [23, 39], [24, 39], [25, 11], [0, 21]]	[[39, 10], [27, 27], [38, 4], [24, 11], [6, 10], [39, 1], [23, 38], [12, 17], [1, 21], [25, 10], [7, 9], [26, 11], [20, 24], [38, 0], [33, 10], [24, 38], [5, 11], [2, 39], [26, 4], [14, 8], [1, 39], [19, 23], [6, 12], [8, 10], [7, 11], [12, 22], [31, 20], [3, 9], [18, 37], [0, 38], [24, 35], [20, 22], [0, 20], [25, 12], [22, 39], [25, 39], [0, 22], [21, 23], [12, 36], [35, 14]]
104	[[2, 10], [20, 23], [7, 10], [39, 0], [0, 39], [6, 11], [23, 39], [24, 39], [25, 11], [0, 21]]	[[39, 11], [27, 26], [39, 4], [24, 11], [6, 10], [39, 1], [23, 38], [13, 17], [1, 21], [25, 10], [7, 9], [26, 11], [20, 24], [38, 0], [33, 9], [24, 38], [5, 11], [2, 39], [27, 4], [15, 8], [1, 39], [19, 23], [6, 12], [8, 10], [7, 11], [13, 22], [31, 19], [3, 10], [17, 37], [0, 38], [23, 35], [20, 22], [0, 20], [25, 12], [22, 39], [25, 39], [0, 22], [21, 23], [11, 36], [35, 15]]
105	[[1, 10], [20, 23], [7, 10], [39, 0], [0, 39], [6, 11], [23, 39], [24, 39], [25, 11], [0, 21]]	[[39, 12], [27, 25], [39, 5], [24, 11], [6, 10], [39, 1], [23, 38], [13, 16], [1, 21], [25, 10], [7, 9], [26, 11], [20, 24], [38, 0], [33, 8], [24, 38], [5, 11], [2, 39], [28, 4], [15, 7], [1, 39], [19, 23], [6, 12], [8, 10], [7, 11], [14, 22], [32, 19], [2, 10], [16, 37], [0, 38], [22, 35], [20, 22], [0, 20], [25, 12], [22, 39], [25, 39], [0, 22], [21, 23], [10, 36], [35, 16]]
106	[[1, 11], [20, 23], [7, 10], [39, 0], [0, 39], [6, 11], [23, 39], [24, 39], [25, 11], [0, 21]]	[[39, 13], [27, 24], [39, 6], [24, 11], [6, 10], [39, 1], [23, 38], [13, 15], [1, 21], [25, 10], [7, 9], [26, 11], [20, 24], [38, 0], [34, 8], [24, 38], [5, 11], [2, 39], [29, 4], [15, 6], [1, 39], [19, 23], [6, 12], [8, 10], [7, 11], [14, 23], [32, 20], [2, 11], [15, 37], [0, 38], [21, 35], [20, 22], [0, 20], [25, 12], [22, 39], [25, 39], [0, 22], [21, 23], [9, 36], [35, 17]]
107	[[0, 11], [20, 23], [7, 10], [39, 0], [0, 39], [6, 11], [23, 39], [24, 39], [25, 11], [0, 21]]	[[39, 14], [27, 25], [39, 7], [24, 11], [6, 10], [39, 1], [23, 38], [14, 15], [1, 21], [25, 10], [7, 9], [26, 11], [20, 24], [38, 0], [34, 9], [24, 38], [5, 11], [2, 39], [30, 4], [15, 5], [1, 39], [19, 23], [6, 12], [8, 10], [7, 11], [14, 22], [32, 21], [1, 11], [14, 37], [0, 38], [20, 35], [20, 22], [0, 20], [25, 12], [22, 39], [25, 39], [0, 22], [21, 23], [8, 36], [35, 18]]
108	[[0, 12], [20, 23], [7, 10], [39, 0], [0, 39], [6, 11], [23, 39], [24, 39], [25, 11], [0, 21]]	[[39, 15], [27, 26], [39, 8], [24, 11], [6, 10], [39, 1], [23, 38], [14, 14], [1, 21], [25, 10], [7, 9], [26, 11], [20, 24], [38, 0], [34, 10], [24, 38], [5, 11], [2, 39], [31, 4], [15, 4], [1, 39], [19, 23], [6, 12], [8, 10], [7, 11], [14, 23], [32, 22], [0, 11], [13, 37], [0, 38], [19, 35], [20, 22], [0, 20], [25, 12], [22, 39], [25, 39], [0, 22], [21, 23], [7, 36], [35, 19]]
109	[[1, 12], [20, 23], [7, 10], [39, 0], [0, 39], [6, 11], [23, 39], [24, 39], [25, 11], [0, 21]]	[[39, 16], [27, 27], [39, 9], [24, 11], [6, 10], [39, 1], [23, 38], [14, 13], [1, 21], [25, 10], [7, 9], [26, 11], [20, 24], [38, 0], [34, 11], [24, 38], [5, 11], [2, 39], [32, 4], [16, 4], [1, 39], [19, 23], [6, 12], [8, 10], [7, 11], [14, 22], [32, 23], [0, 12], [12, 37], [0, 38], [18, 35], [20, 22], [0, 20], [25, 12], [22, 39], [25, 39], [0, 22], [21, 23], [6, 36], [35, 20]]
110	[[1, 13], [20, 23], [7, 10], [39, 0], [0, 39], [6, 11], [23, 39], [24, 39], [25, 11], [0, 21]]	[[39, 17], [27, 28], [39, 10], [24, 11], [6, 10], [39, 1], [23, 38], [14, 12], [1, 21], [25, 10], [7, 9], [26, 11], [20, 24], [38, 0], [34, 12], [24, 38], [5, 11], [2, 39], [33, 4], [17, 4], [1, 39], [19, 23], [6, 12], [8, 10], [7, 11], [14, 23], [32, 24], [0, 13], [11, 37], [0, 38], [17, 35], [20, 22], [0, 20], [25, 12], [22, 39], [25, 39], [0, 22], [21, 23], [6, 35], [35, 21]]
111	[[2, 13], [20, 23], [7, 10], [39, 0], [0, 39], [6, 11], [23, 39], [24, 39], [25, 11], [0, 21]]	[[39, 18], [27, 29], [39, 11], [24, 11], [6, 10], [39, 1], [23, 38], [14, 11], [1, 21], [25, 10], [7, 9], [26, 11], [20, 24], [38, 0], [34, 13], [24, 38], [5, 11], [2, 39], [33, 5], [18, 4], [1, 39], [19, 23], [6, 12], [8, 10], [7, 11], [14, 22], [32, 25], [1, 13], [11, 36], [0, 38], [16, 35], [20, 22], [0, 20], [25, 12], [22, 39], [25, 39], [0, 22], [21, 23], [5, 35], [35, 22]]
112	[[2, 14], [20, 23], [7, 10], [39, 0], [0, 39], [6, 11], [23, 39], [24, 39], [25, 11], [0, 21]]	[[39, 19], [27, 30], [39, 12], [24, 11], [6, 10], [39, 1], [23, 38], [14, 10], [1, 21], [25, 10], [7, 9], [26, 11], [20, 24], [38, 0], [34, 14], [24, 38], [5, 11], [2, 39], [34, 5], [19, 4], [1, 39], [19, 23], [6, 12], [8, 10], [7, 11], [14, 23], [32, 25], [1, 14], [10, 36], [0, 38], [16, 34], [20, 22], [0, 20], [25, 12], [22, 39], [25, 39], [0, 22], [21, 23], [4, 35], [35, 23]]
113	[[3, 14], [20, 23], [7, 10], [39, 0], [0, 39], [6, 11], [23, 39], [24, 39], [25, 11], [0, 21]]	[[39, 20], [28, 30], [39, 13], [24, 11], [6, 10], [39, 1], [23, 38], [14, 9], [1, 21], [25, 10], [7, 9], [26, 11], [20, 24], [38, 0], [34, 15], [24, 38], [5, 11], [2, 39], [34, 4], [20, 4], [1, 39], [19, 23], [6, 12], [8, 10], [7, 11], [14, 22], [33, 25], [2, 14], [9, 36], [0, 38], [16, 33], [20, 22], [0, 20], [25, 12], [22, 39], [25, 39], [0, 22], [21, 23], [4, 34], [35, 24]]
114	[[4, 14], [20, 23], [7, 10], [39, 0], [0, 39], [6, 11], [23, 39], [24, 39], [25, 11], [0, 21]]	[[39, 21], [29, 30], [39, 14], [24, 11], [6, 10], [39, 1], [23, 38], [14, 8], [1, 21], [25, 10], [7, 9], [26, 11], [20, 24], [38, 0], [34, 16], [24, 38], [5, 11], [2, 39], [35, 4], [21, 4], [1, 39], [19, 23], [6, 12], [8, 10], [7, 11], [14, 23], [34, 25], [3, 14], [9, 35], [0, 38], [16, 32], [20, 22], [0, 20], [25, 12], [22, 39], [25, 39], [0, 22], [21, 23], [4, 33], [35, 25]]
115	[[4, 15], [20, 23], [7, 10], [39, 0], [0, 39], [6, 11], [23, 39], [24, 39], [25, 11], [0, 21]]	[[39, 22], [30, 30], [39, 15], [24, 11], [6, 10], [39, 1], [23, 38], [14, 7], [1, 21], [25, 10], [7, 9], [26, 11], [20, 24], [38, 0], [34, 17], [24, 38], [5, 11], [2, 39], [36, 4], [22, 4], [1, 39], [19, 23], [6, 12], [8, 10], [7, 11], [14, 22], [34, 26], [4, 14], [9, 34], [0, 38], [16, 31], [20, 22], [0, 20], [25, 12], [22, 39], [25, 39], [0, 22], [21, 23], [3, 33], [35, 26]]
116	[[5, 15], [20, 23], [7, 10], [39, 0], [0, 39], [6, 11], [23, 39], [24, 39], [25, 11], [0, 21]]	[[39, 23], [30, 31], [39, 16], [24, 11], [6, 10], [39, 1], [23, 38], [14, 6], [1, 21], [25, 10], [7, 9], [26, 11], [20, 24], [38, 0], [34, 18], [24, 38], [5, 11], [2, 39], [37, 4], [23, 4], [1, 39], [19, 23], [6, 12], [8, 10], [7, 11], [14, 23], [34, 27], [5, 14], [9, 33], [0, 38], [16, 30], [20, 22], [0, 20], [25, 12], [22, 39], [25, 39], [0, 22], [21, 23], [3, 32], [35, 27]]
117	[[4, 15], [20, 23], [7, 10], [39, 0], [0, 39], [6, 11], [23, 39], [24, 39], [25, 11], [0, 21]]	[[39, 24], [30, 32], [39, 17], [24, 11], [6, 10], [39, 1], [23, 38], [15, 6], [1, 21], [25, 10], [7, 9], [26, 11], [20, 24], [38, 0], [34, 19], [24, 38], [5, 11], [2, 39], [38, 4], [24, 4], [1, 39], [19, 23], [6, 12], [8, 10], [7, 11], [14, 22], [34, 28], [5, 15], [9, 32], [0, 38], [16, 29], [20, 22], [0, 20], [25, 12], [22, 39], [25, 39], [0, 22], [21, 23], [3, 31], [35, 28]]
118	[[4, 16], [20, 23], [7, 10], [39, 0], [0, 39], [6, 11], [23, 39], [24, 39], [25, 11], [0, 21]]	[[39, 25], [30, 33], [39, 18], [24, 11], [6, 10], [39, 1], [23, 38], [15, 5], [1, 21], [25, 10], [7, 9], [26, 11], [20, 24], [38, 0], [34, 20], [24, 38], [5, 11], [2, 39], [39, 4], [25, 4], [1, 39], [19, 23], [6, 12], [8, 10], [7, 11], [14, 23], [34, 29], [5, 16], [9, 31], [0, 38], [17, 29], [20, 22], [0, 20], [25, 12], [22, 39], [25, 39], [0, 22], [21, 23], [3, 30], [35, 29]]
119	[[3, 16], [20, 23], [7, 10], [39, 0], [0, 39], [6, 11], [23, 39], [24, 39], [25, 11], [0, 21]]	[[39, 26], [30, 34], [39, 19], [24, 11], [6, 10], [39, 1], [23, 38], [15, 4], [1, 21], [25, 10], [7, 9], [26, 11], [20, 24], [38, 0], [34, 21], [24, 38], [5, 11], [2, 39], [39, 5], [26, 4], [1, 39], [19, 23], [6, 12], [8, 10], [7, 11], [14, 22], [34, 30], [4, 16], [9, 30], [0, 38], [18, 29], [20, 22], [0, 20], [25, 12], [22, 39], [25, 39], [0, 22], [21, 23], [3, 29], [35, 30]]
120	[[3, 17], [20, 23], [7, 10], [39, 0], [0, 39], [6, 11], [23, 39], [24, 39], [25, 11], [0, 21]]	[[39, 27], [30, 35], [39, 20], [24, 11], [6, 10], [39, 1], [23, 38], [16, 4], [1, 21], [25, 10], [7, 9], [26, 11], [20, 24], [38, 0], [34, 22], [24, 38], [5, 11], [2, 39], [39, 6], [27, 4], [1, 39], [19, 23], [6, 12], [8, 10], [7, 11], [14, 23], [34, 31], [4, 17], [9, 29], [0, 38], [19, 29], [20, 22], [0, 20], [25, 12], [22, 39], [25, 39], [0, 22], [21, 23], [3, 28], [35, 31]]
121	[[3, 18], [20, 23], [7, 10], [39, 0], [0, 39], [6, 11], [23, 39], [24, 39], [25, 11], [0, 21]]	[[39, 28], [30, 36], [39, 21], [24, 11], [6, 10], [39, 1], [23, 38], [17, 4], [1, 21], [25, 10], [7, 9], [26, 11], [20, 24], [38, 0], [34, 23], [24, 38], [5, 11], [2, 39], [39, 7], [28, 4], [1, 39], [19, 23], [6, 12], [8, 10], [7, 11], [14, 22], [34, 32], [4, 18], [9, 28], [0, 38], [20, 29], [20, 22], [0, 20], [25, 12], [22, 39], [25, 39], [0, 22], [21, 23], [3, 27], [35, 32]]
122	[[2, 18], [20, 23], [7, 10], [39, 0], [0, 39], [6, 11], [23, 39], [24, 39], [25, 11], [0, 21]]	[[39, 29], [30, 37], [39, 22], [24, 11], [6, 10], [39, 1], [23, 38], [18, 4], [1, 21], [25, 10], [7, 9], [26, 11], [20, 24], [38, 0], [34, 24], [24, 38], [5, 11], [2, 39], [39, 8], [29, 4], [1, 39], [19, 23], [6, 12], [8, 10], [7, 11], [14, 23], [34, 33], [3, 18], [9, 27], [0, 38], [21, 29], [20, 22], [0, 20], [25, 12], [22, 39], [25, 39], [0, 22], [21, 23], [4, 27], [35, 33]]
123	[[2, 17], [20, 23], [7, 10], [39, 0], [0, 39], [6, 11], [23, 39], [24, 39], [25, 11], [0, 21]]	[[39, 30], [30, 38], [39, 23], [24, 11], [6, 10], [39, 1], [23, 38], [19, 4], [1, 21], [25, 10], [7, 9], [26, 11], [20, 24], [38, 0], [34, 25], [24, 38], [5, 11], [2, 39], [39, 9], [30, 4], [1, 39], [19, 23], [6, 12], [8, 10], [7, 11], [14, 22], [34, 34], [3, 17], [9, 28], [0, 38], [22, 29], [20, 22], [0, 20], [25, 12], [22, 39], [25, 39], [0, 22], [21, 23], [5, 27], [35, 34]]
124	[[1, 17], [20, 23], [7, 10], [39, 0], [0, 39], [6, 11], [23, 39], [24, 39], [25, 11], [0, 21]]	[[39, 31], [29, 38], [39, 24], [24, 11], [6, 10], [39, 1], [23, 38], [20, 4], [1, 21], [25, 10], [7, 9], [26, 11], [20, 24], [38, 0], [34, 26], [24, 38], [5, 11], [2, 39], [39, 10], [31, 4], [1, 39], [19, 23], [6, 12], [8, 10], [7, 11], [14, 23], [34, 35], [2, 17], [10, 28], [0, 38], [23, 29], [20, 22], [0, 20], [25, 12], [22, 39], [25, 39], [0, 22], [21, 23], [6, 27], [35, 35]]
125	[[1, 18], [20, 23], [7, 10], [39, 0], [0, 39], [6, 11], [23, 39], [24, 39], [25, 11], [0, 21]]	[[39, 32], [28, 38], [39, 25], [24, 11], [6, 10], [39, 1], [23, 38], [21, 4], [1, 21], [25, 10], [7, 9], [26, 11], [20, 24], [38, 0], [34, 27], [24, 38], [5, 11], [2, 39], [39, 11], [32, 4], [1, 39], [19, 23], [6, 12], [8, 10], [7, 11], [14, 22], [33, 35], [1, 17], [11, 28], [0, 38], [24, 29], [20, 22], [0, 20], [25, 12], [22, 39], [25, 39], [0, 22], [21, 23], [6, 26], [35, 36]]
126	[[1, 19], [20, 23], [7, 10], [39, 0], [0, 39], [6, 11], [23, 39], [24, 39], [25, 11], [0, 21]]	[[39, 33], [27, 38], [39, 26], [24, 11], [6, 10], [39, 1], [23, 38], [22, 4], [1, 21], [25, 10], [7, 9], [26, 11], [20, 24], [38, 0], [34, 28], [24, 38], [5, 11], [2, 39], [39, 12], [33, 4], [1, 39], [19, 23], [6, 12], [8, 10], [7, 11], [14, 23], [32, 35], [1, 18], [12, 28], [0, 38], [25, 29], [20, 22], [0, 20], [25, 12], [22, 39], [25, 39], [0, 22], [21, 23], [6, 25], [35, 37]]
127	[[1, 20], [20, 23], [7, 10], [39, 0], [0, 39], [6, 11], [23, 39], [24, 39], [25, 11], [0, 21]]	[[39, 34], [26, 38], [39, 27], [24, 11], [6, 10], [39, 1], [23, 38], [23, 4], [1, 21], [25, 10], [7, 9], [26, 11], [20, 24], [38, 0], [34, 29], [24, 38], [5, 11], [2, 39], [39, 13], [33, 5], [1, 39], [19, 23], [6, 12], [8, 10], [7, 11], [14, 22], [31, 35], [1, 19], [13, 28], [0, 38], [26, 29], [20, 22], [0, 20], [25, 12], [22, 39], [25, 39], [0, 22], [21, 23], [5, 25], [35, 38]]
128	[[2, 20], [20, 23], [7, 10], [39, 0], [0, 39], [6, 11], [23, 39], [24, 39], [25, 11], [0, 21]]	[[39, 35], [25, 38], [39, 28], [24, 11], [6, 10], [39, 1], [23, 38], [24, 4], [1, 21], [25, 10], [7, 9], [26, 11], [20, 24], [38, 0], [34, 30], [24, 38], [5, 11], [2, 39], [39, 14], [34, 5], [1, 39], [19, 23], [6, 12], [8, 10], [7, 11], [14, 23], [30, 35], [2, 19], [13, 27], [0, 38], [26, 28], [20, 22], [0, 20], [25, 12], [22, 39], [25, 39], [0, 22], [21, 23], [5, 24], [34, 38]]
129	[[3, 20], [20, 23], [7, 10], [39, 0], [0, 39], [6, 11], [23, 39], [24, 39], [25, 11], [0, 21]]	[[39, 36], [25, 38], [39, 29], [24, 11], [6, 10], [39, 1], [23, 38], [25, 4], [1, 21], [25, 10], [7, 9], [26, 11], [20, 24], [38, 0], [34, 31], [24, 38], [5, 11], [2, 39], [39, 15], [34, 4], [1, 39], [19, 23], [6, 12], [8, 10], [7, 11], [14, 22], [29, 35], [2, 20], [14, 27], [0, 38], [27, 28], [20, 22], [0, 20], [25, 12], [22, 39], [25, 39], [0, 22], [21, 23], [4, 24], [33, 38]]
130	[[4, 20], [20, 23], [7, 10], [39, 0], [0, 39], [6, 11], [23, 39], [24, 39], [25, 11], [0, 21]]	[[39, 37], [25, 38], [39, 30], [24, 11], [6, 10], [39, 1], [23, 38], [26, 4], [1, 21], [25, 10], [7, 9], [26, 11], [20, 24], [38, 0], [34, 32], [24, 38], [5, 11], [2, 39], [39, 16], [35, 4], [1, 39], [19, 23], [6, 12], [8, 10], [7, 11], [14, 23], [28, 35], [3, 20], [14, 28], [0, 38], [27, 27], [20, 22], [0, 20], [25, 12], [22, 39], [25, 39], [0, 22], [21, 23], [4, 23], [32, 38]]
131	[[4, 21], [20, 23], [7, 10], [39, 0], [0, 39], [6, 11], [23, 39], [24, 39], [25, 11], [0, 21]]	[[38, 37], [25, 38], [39, 31], [24, 11], [6, 10], [39, 1], [23, 38], [27, 4], [1, 21], [25, 10], [7, 9], [26, 11], [20, 24], [38, 0], [34, 33], [24, 38], [5, 11], [2, 39], [39, 17], [36, 4], [1, 39], [19, 23], [6, 12], [8, 10], [7, 11], [14, 22], [27, 35], [4, 20], [15, 28], [0, 38], [27, 26], [20, 22], [0, 20], [25, 12], [22, 39], [25, 39], [0, 22], [21, 23], [4, 22], [31, 38]]
132	[[5, 21], [20, 23], [7, 10], [39, 0], [0, 39], [6, 11], [23, 39], [24, 39], [25, 11], [0, 21]]	[[37, 37], [25, 38], [39, 32], [24, 11], [6, 10], [39, 1], [23, 38], [28, 4], [1, 21], [25, 10], [7, 9], [26, 11], [20, 24], [38, 0], [34, 34], [24, 38], [5, 11], [2, 39], [39, 18], [37, 4], [1, 39], [19, 23], [6, 12], [8, 10], [7, 11], [14, 23], [26, 35], [5, 20], [16, 28], [0, 38], [27, 25], [20, 22], [0, 20], [25, 12], [22, 39], [25, 39], [0, 22], [21, 23], [4, 21], [30, 38]]
133	[[5, 22], [20, 23], [7, 10], [39, 0], [0, 39], [6, 11], [23, 39], [24, 39], [25, 11], [0, 21]]	[[36, 37], [25, 38], [39, 33], [24, 11], [6, 10], [39, 1], [23, 38], [29, 4], [1, 21], [25, 10], [7, 9], [26, 11], [20, 24], [38, 0], [34, 35], [24, 38], [5, 11], [2, 39], [39, 19], [38, 4], [1, 39], [19, 23], [6, 12], [8, 10], [7, 11], [14, 22], [25, 35], [5, 21], [16, 27], [0, 38], [27, 24], [20, 22], [0, 20], [25, 12], [22, 39], [25, 39], [0, 22], [21, 23], [4, 22], [31, 38]]
134	[[6, 22], [20, 23], [7, 10], [39, 0], [0, 39], [6, 11], [23, 39], [24, 39], [25, 11], [0, 21]]	[[35, 37], [25, 38], [39, 34], [24, 11], [6, 10], [39, 1], [23, 38], [30, 4], [1, 21], [25, 10], [7, 9], [26, 11], [20, 24], [38, 0], [33, 35], [24, 38], [5, 11], [2, 39], [39, 20], [39, 4], [1, 39], [19, 23], [6, 12], [8, 10], [7, 11], [14, 23], [24, 35], [6, 21], [17, 27], [0, 38], [27, 23], [20, 22], [0, 20], [25, 12], [22, 39], [25, 39], [0, 22], [21, 23], [5, 22], [30, 38]]
135	[[6, 23], [20, 23], [7, 10], [39, 0], [0, 39], [6, 11], [23, 39], [24, 39], [25, 11], [0, 21]]	[[35, 38], [25, 38], [39, 35], [24, 11], [6, 10], [39, 1], [23, 38], [31, 4], [1, 21], [25, 10], [7, 9], [26, 11], [20, 24], [38, 0], [32, 35], [24, 38], [5, 11], [2, 39], [39, 21], [39, 5], [1, 39], [19, 23], [6, 12], [8, 10], [7, 11], [14, 22], [23, 35], [6, 22], [18, 27], [0, 38], [27, 22], [20, 22], [0, 20], [25, 12], [22, 39], [25, 39], [0, 22], [21, 23], [5, 23], [29, 38]]
136	[[7, 23], [20, 23], [7, 10], [39, 0], [0, 39], [6, 11], [23, 39], [24, 39], [25, 11], [0, 21]]	[[34, 38], [25, 38], [39, 36], [24, 11], [6, 10], [39, 1], [23, 38], [32, 4], [1, 21], [25, 10], [7, 9], [26, 11], [20, 24], [38, 0], [31, 35], [24, 38], [5, 11], [2, 39], [39, 22], [39, 6], [1, 39], [19, 23], [6, 12], [8, 10], [7, 11], [14, 23], [22, 35], [7, 22], [19, 27], [0, 38], [27, 21], [20, 22], [0, 20], [25, 12], [22, 39], [25, 39], [0, 22], [21, 23], [6, 23], [28, 38]]
